referencia,ano,mes,variacao,acumulado_ano,acumulado_doze_meses,consolidado_ano,identificador_ibge
2020-01,2020,01,0.19,0.19,4.3,false,Num202001
2020-02,2020,02,0.17,0.36,3.92,false,Num202002
2020-03,2020,03,0.18,0.54,3.31,false,Num202003
2020-04,2020,04,-0.23,0.31,2.46,false,Num202004
2020-05,2020,05,-0.25,0.06,2.05,false,Num202005
2020-06,2020,06,0.3,0.36,2.35,false,Num202006
2020-07,2020,07,0.44,0.8,2.69,false,Num202007
2020-08,2020,08,0.36,1.16,2.94,false,Num202008
2020-09,2020,09,0.87,2.04,3.89,false,Num202009
2020-10,2020,10,0.89,2.95,4.77,false,Num202010
2020-11,2020,11,0.95,3.93,5.2,false,Num202011
2020-12,2020,12,1.46,5.45,5.45,true,Num202012
2021-01,2021,01,0.27,0.27,5.53,false,Num202101
2021-02,2021,02,0.82,1.09,6.22,false,Num202102
2021-03,2021,03,0.86,1.96,6.94,false,Num202103
2021-04,2021,04,0.38,2.35,7.59,false,Num202104
2021-05,2021,05,0.96,3.33,8.9,false,Num202105
2021-06,2021,06,0.6,3.95,9.22,false,Num202106
2021-07,2021,07,1.02,5.01,9.85,false,Num202107
2021-08,2021,08,0.88,5.94,10.42,false,Num202108
2021-09,2021,09,1.2,7.21,10.78,false,Num202109
2021-10,2021,10,1.16,8.45,11.08,false,Num202110
2021-11,2021,11,0.84,9.36,10.96,false,Num202111
2021-12,2021,12,0.73,10.16,10.16,true,Num202112
2022-01,2022,01,0.67,0.67,10.6,false,Num202201
2022-02,2022,02,1,1.68,10.8,false,Num202202
2022-03,2022,03,1.71,3.42,11.73,false,Num202203
2022-04,2022,04,1.04,4.49,12.47,false,Num202204
2022-05,2022,05,0.45,4.96,11.9,false,Num202205
2022-06,2022,06,0.62,5.61,11.92,false,Num202206
2022-07,2022,07,-0.6,4.98,10.12,false,Num202207
2022-08,2022,08,-0.31,4.65,8.83,false,Num202208
2022-09,2022,09,-0.32,4.32,7.19,false,Num202209
2022-10,2022,10,0.47,4.81,6.46,false,Num202210
2022-11,2022,11,0.38,5.21,5.97,false,Num202211
2022-12,2022,12,0.69,5.93,5.93,true,Num202212
2023-01,2023,01,0.46,0.46,5.71,false,Num202301
2023-02,2023,02,0.77,1.23,5.47,false,Num202302
2023-03,2023,03,0.64,1.88,4.36,false,Num202303
2023-04,2023,04,0.53,2.42,3.83,false,Num202304
2023-05,2023,05,0.36,2.79,3.74,false,Num202305
2023-06,2023,06,-0.1,2.69,3,false,Num202306
2023-07,2023,07,-0.09,2.59,3.53,false,Num202307
2023-08,2023,08,0.2,2.8,4.06,false,Num202308
