referencia,ano,mes,variacao_geral,variacao_alimentacao,variacao_habitacao,variacao_artigos_residencia,variacao_vestuario,variacao_transporte,variacao_saude_cuidados_pessoais,variacao_despesas_pessoais,variacao_educacao,variacao_comunicacao,variacao_alimentacao_dec,variacao_habitacao_dec,variacao_artigos_residencia_dec,variacao_vestuario_dec,variacao_transporte_dec,variacao_saude_cuidados_pessoais_dec,variacao_despesas_pessoais_dec,variacao_educacao_dec,variacao_comunicacao_dec,consolidado_ano,identificador_ibge
2020-03,2020,03,0.07,1.13,0.13,-1.08,0.21,-0.9,0.21,-0.23,0.59,0.04,0.21808999999999998,0.02028,-0.04104,0.00966,-0.18539999999999998,0.02835,-0.02461,0.035989999999999994,0.0022800000000000003,false,Num202003
2020-04,2020,04,-0.31,1.79,-0.1,-1.37,0.1,-2.66,-0.22,-0.14,0,-0.2,0.34547,-0.015600000000000001,-0.05206,0.0046,-0.54796,-0.0297,-0.014980000000000002,0,-0.0114,false,Num202004
2020-05,2020,05,-0.38,0.24,-0.25,0.58,-0.58,-1.9,-0.1,-0.04,0.02,0.24,0.04632,-0.039,0.022039999999999997,-0.02668,-0.39139999999999997,-0.013500000000000002,-0.00428,0.00122,0.01368,false,Num202005
2020-06,2020,06,0.26,0.38,0.04,1.3,-0.46,0.31,0.35,-0.05,0.05,0.75,0.07334,0.00624,0.0494,-0.02116,0.06386,0.04725,-0.005350000000000001,0.00305,0.04275,false,Num202006
2020-07,2020,07,0.36,0.01,0.8,0.9,-0.52,0.78,0.44,-0.11,-0.12,0.51,0.00193,0.12480000000000001,0.0342,-0.02392,0.16068,0.0594,-0.01177,-0.007319999999999999,0.029070000000000002,false,Num202007
2020-08,2020,08,0.24,0.78,0.36,0.56,-0.78,0.82,0.5,-0.01,-3.47,0.67,0.15054,0.056159999999999995,0.02128,-0.03588,0.16892,0.0675,-0.00107,-0.21167,0.03819,false,Num202008
2020-09,2020,09,0.64,2.28,0.37,1,0.37,0.7,-0.64,0.09,-0.09,0.15,0.44004,0.05772,0.038,0.01702,0.1442,-0.0864,0.00963,-0.00549,0.00855,false,Num202009
2020-10,2020,10,0.86,1.93,0.36,1.53,1.11,1.19,0.28,0.19,-0.04,0.21,0.37249,0.056159999999999995,0.05814,0.05106,0.24513999999999997,0.03780000000000001,0.02033,-0.00244,0.01197,false,Num202010
2020-11,2020,11,0.89,2.54,0.44,0.86,0.07,1.33,-0.13,0.01,-0.02,0.29,0.49022000000000004,0.06864,0.03268,0.00322,0.27398,-0.017550000000000003,0.00107,-0.00122,0.01653,false,Num202011
2020-12,2020,12,1.35,1.74,2.88,1.76,0.59,1.36,0.4,0.65,0.48,0.39,0.33582,0.44927999999999996,0.06688,0.027139999999999997,0.28016,0.054000000000000006,0.06955,0.029279999999999997,0.022230000000000003,true,Num202012
2021-01,2021,01,0.25,1.02,-1.07,0.86,-0.07,0.41,0.32,0.39,0.13,0.02,0.19686,-0.16692,0.03268,-0.00322,0.08446,0.0432,0.04173,0.00793,0.0011400000000000002,false,Num202101
2021-02,2021,02,0.86,0.27,0.4,0.66,0.38,2.28,0.62,0.17,2.48,-0.13,0.052110000000000004,0.062400000000000004,0.02508,0.01748,0.46967999999999993,0.08370000000000001,0.01819,0.15128,-0.007410000000000001,false,Num202102
2021-03,2021,03,0.93,0.13,0.81,0.69,0.29,3.81,-0.02,0.04,-0.52,-0.07,0.02509,0.12636,0.026219999999999997,0.01334,0.78486,-0.0027,0.00428,-0.03172,-0.0039900000000000005,false,Num202103
2021-04,2021,04,0.31,0.4,0.22,0.57,0.47,-0.08,1.19,0.01,0.04,0.08,0.0772,0.03432,0.02166,0.021619999999999997,-0.016479999999999998,0.16065000000000002,0.00107,0.00244,0.004560000000000001,false,Num202104
2021-05,2021,05,0.83,0.44,1.78,1.25,0.92,1.15,0.76,0.21,0.06,0.21,0.08492000000000001,0.27768,0.0475,0.04232,0.23689999999999997,0.10260000000000001,0.02247,0.0036599999999999996,0.01197,false,Num202105
2021-06,2021,06,0.53,0.43,1.1,1.09,1.21,0.41,0.51,0.29,0.05,-0.12,0.08299,0.1716,0.041420000000000005,0.055659999999999994,0.08446,0.06885000000000001,0.03103,0.00305,-0.00684,false,Num202106
2021-07,2021,07,0.96,0.6,3.1,0.78,0.53,1.52,-0.65,0.45,0.18,0.12,0.1158,0.48360000000000003,0.02964,0.024380000000000002,0.31312,-0.08775000000000001,0.04815,0.01098,0.00684,false,Num202107
2021-08,2021,08,0.87,1.39,0.68,0.99,1.02,1.46,-0.04,0.64,0.28,0.23,0.26827,0.10608000000000001,0.03762,0.04692,0.30075999999999997,-0.0054,0.06848,0.01708,0.013110000000000002,false,Num202108
2021-09,2021,09,1.16,1.02,2.56,0.9,0.31,1.82,0.39,0.56,-0.01,0.07,0.19686,0.39936,0.0342,0.01426,0.37492,0.05265,0.05992000000000001,-0.00061,0.0039900000000000005,false,Num202109
2021-10,2021,10,1.25,1.17,1.04,1.27,1.8,2.62,0.39,0.75,0.06,0.54,0.22580999999999998,0.16224,0.04826,0.0828,0.53972,0.05265,0.08025,0.0036599999999999996,0.030780000000000002,false,Num202110
2021-11,2021,11,0.95,-0.04,1.03,1.03,0.95,3.35,-0.57,0.57,0.02,0.09,-0.00772,0.16068000000000002,0.03914,0.043699999999999996,0.6900999999999999,-0.07695,0.060989999999999996,0.00122,0.00513,false,Num202111
2021-12,2021,12,0.73,0.84,0.74,1.37,2.06,0.58,0.75,0.56,0.05,0.34,0.16212,0.11544,0.05206,0.09476,0.11947999999999999,0.10125,0.05992000000000001,0.00305,0.01938,true,Num202112
2022-01,2022,01,0.54,1.11,0.16,1.82,1.07,-0.11,0.36,0.78,0.25,1.05,0.21423000000000003,0.02496,0.06916,0.04922,-0.02266,0.048600000000000004,0.08346,0.01525,0.05985000000000001,false,Num202201
2022-02,2022,02,1.01,1.28,0.54,1.76,0.88,0.46,0.47,0.64,5.61,0.29,0.24704,0.08424000000000001,0.06688,0.04048,0.09476,0.06345,0.06848,0.34221,0.01653,false,Num202202
2022-03,2022,03,1.62,2.42,1.15,0.57,1.82,3.02,0.88,0.59,0.15,-0.05,0.46706,0.17939999999999998,0.02166,0.08372,0.62212,0.1188,0.06312999999999999,0.00915,-0.00285,false,Num202203
2022-04,2022,04,1.06,2.06,-1.14,1.53,1.26,1.91,1.77,0.48,0.06,0.08,0.39758000000000004,-0.17784,0.05814,0.05796,0.39346,0.23895000000000002,0.051359999999999996,0.0036599999999999996,0.004560000000000001,false,Num202204
2022-05,2022,05,0.47,0.48,-1.7,0.66,2.11,1.34,1.01,0.52,0.04,0.72,0.09264,-0.2652,0.02508,0.09706,0.27604,0.13635,0.05564,0.00244,0.04104,false,Num202205
2022-06,2022,06,0.67,0.8,0.41,0.55,1.67,0.57,1.24,0.49,0.09,0.16,0.1544,0.06396,0.020900000000000002,0.07682,0.11741999999999998,0.16740000000000002,0.05243,0.00549,0.009120000000000001,false,Num202206
2022-07,2022,07,-0.68,1.3,-1.05,0.12,0.58,-4.51,0.49,1.13,0.06,0.07,0.2509,-0.1638,0.00456,0.02668,-0.9290599999999999,0.06615,0.12090999999999999,0.0036599999999999996,0.0039900000000000005,false,Num202207
2022-08,2022,08,-0.36,0.24,0.1,0.42,1.69,-3.37,1.31,0.54,0.61,-1.1,0.04632,0.015600000000000001,0.01596,0.07773999999999999,-0.69422,0.17685,0.057780000000000005,0.03721,-0.0627,false,Num202208
2022-09,2022,09,-0.29,-0.51,0.6,-0.13,1.77,-1.98,0.57,0.95,0.12,-2.08,-0.09843,0.0936,-0.00494,0.08142,-0.40787999999999996,0.07695,0.10164999999999999,0.007319999999999999,-0.11856000000000001,false,Num202209
2022-10,2022,10,0.59,0.72,0.34,0.39,1.22,0.58,1.16,0.57,0.18,-0.48,0.13896,0.053040000000000004,0.01482,0.056119999999999996,0.11947999999999999,0.1566,0.060989999999999996,0.01098,-0.02736,false,Num202210
2022-11,2022,11,0.41,0.53,0.51,-0.68,1.1,0.83,0.02,0.21,0.02,-0.14,0.10229,0.07956,-0.025840000000000002,0.050600000000000006,0.17098,0.0027,0.02247,0.00122,-0.007980000000000001,false,Num202211
2022-12,2022,12,0.62,0.66,0.2,0.64,1.52,0.21,1.6,0.62,0.19,0.5,0.12738000000000002,0.031200000000000002,0.02432,0.06992,0.04325999999999999,0.21600000000000003,0.06634,0.01159,0.0285,true,Num202212
2023-01,2023,01,0.53,0.59,0.33,0.7,-0.27,0.55,0.16,0.76,0.36,2.09,0.11387,0.051480000000000005,0.0266,-0.01242,0.1133,0.0216,0.08132,0.02196,0.11913,false,Num202301
2023-02,2023,02,0.84,0.16,0.82,0.11,-0.24,0.37,1.26,0.44,6.28,0.98,0.03088,0.12792,0.00418,-0.01104,0.07622,0.1701,0.04708,0.38308000000000003,0.05586,false,Num202302
2023-03,2023,03,0.71,0.05,0.57,-0.27,0.31,2.11,0.82,0.38,0.1,0.5,0.00965,0.08892,-0.01026,0.01426,0.43465999999999994,0.1107,0.04066,0.0061,0.0285,false,Num202303
2023-04,2023,04,0.61,0.71,0.48,0.17,0.79,0.56,1.49,0.18,0.09,0.08,0.13702999999999999,0.07488,0.0064600000000000005,0.036340000000000004,0.11536,0.20115000000000002,0.01926,0.00549,0.004560000000000001,false,Num202304
2023-05,2023,05,0.23,0.16,0.67,-0.23,0.47,-0.57,0.93,0.64,0.05,0.21,0.03088,0.10452,-0.00874,0.021619999999999997,-0.11741999999999998,0.12555000000000002,0.06848,0.00305,0.01197,false,Num202305
2023-06,2023,06,-0.08,-0.66,0.69,-0.42,0.35,-0.41,0.11,0.36,0.06,-0.14,-0.12738000000000002,0.10763999999999999,-0.01596,0.0161,-0.08446,0.01485,0.03852,0.0036599999999999996,-0.007980000000000001,false,Num202306
2023-07,2023,07,0.12,-0.46,-1.01,0.04,-0.24,1.5,0.26,0.38,0.13,0,-0.08878000000000001,-0.15756,0.00152,-0.01104,0.309,0.035100000000000006,0.04066,0.00793,0,false,Num202307
2023-08,2023,08,0.23,-0.85,1.11,-0.04,0.54,0.34,0.58,0.38,0.69,-0.09,-0.16405,0.17316,-0.00152,0.02484,0.07004,0.0783,0.04066,0.042089999999999995,-0.00513,false,Num202308
