referencia,ano,mes,variacao,acumulado_ano,acumulado_doze_meses,consolidado_ano,identificador_ibge
2020-08,2020,08,0.24,0.7,2.44,false,Num202008
2020-09,2020,09,0.64,1.34,3.14,false,Num202009
2020-10,2020,10,0.86,2.22,3.92,false,Num202010
2020-11,2020,11,0.89,3.13,4.31,false,Num202011
2020-12,2020,12,1.35,4.52,4.52,true,Num202012
2021-01,2021,01,0.25,0.25,4.56,false,Num202101
2021-02,2021,02,0.86,1.11,5.2,false,Num202102
2021-03,2021,03,0.93,2.05,6.1,false,Num202103
2021-04,2021,04,0.31,2.37,6.76,false,Num202104
2021-05,2021,05,0.83,3.22,8.06,false,Num202105
2021-06,2021,06,0.53,3.77,8.35,false,Num202106
2021-07,2021,07,0.96,4.76,8.99,false,Num202107
2021-08,2021,08,0.87,5.67,9.68,false,Num202108
2021-09,2021,09,1.16,6.9,10.25,false,Num202109
2021-10,2021,10,1.25,8.24,10.67,false,Num202110
2021-11,2021,11,0.95,9.26,10.74,false,Num202111
2021-12,2021,12,0.73,10.06,10.06,true,Num202112
2022-01,2022,01,0.54,0.54,10.38,false,Num202201
2022-02,2022,02,1.01,1.56,10.54,false,Num202202
2022-03,2022,03,1.62,3.2,11.3,false,Num202203
2022-04,2022,04,1.06,4.29,12.13,false,Num202204
2022-05,2022,05,0.47,4.78,11.73,false,Num202205
2022-06,2022,06,0.67,5.49,11.89,false,Num202206
2022-07,2022,07,-0.68,4.77,10.07,false,Num202207
2022-08,2022,08,-0.36,4.39,8.73,false,Num202208
2022-09,2022,09,-0.29,4.09,7.17,false,Num202209
2022-10,2022,10,0.59,4.7,6.47,false,Num202210
2022-11,2022,11,0.41,5.13,5.9,false,Num202211
2022-12,2022,12,0.62,5.79,5.79,true,Num202212
2023-01,2023,01,0.53,0.53,5.77,false,Num202301
2023-02,2023,02,0.84,1.37,5.6,false,Num202302
2023-03,2023,03,0.71,2.09,4.65,false,Num202303
2023-04,2023,04,0.61,2.72,4.18,false,Num202304
2023-05,2023,05,0.23,2.95,3.94,false,Num202305
2023-06,2023,06,-0.08,2.87,3.16,false,Num202306
2023-07,2023,07,0.12,2.99,3.99,false,Num202307
2023-08,2023,08,0.23,3.23,4.61,false,Num202308
