referencia,ano,mes,Anomes,variacao,acumulado_ano
2001-10,2001,10,200110,0.93,7.44
2001-11,2001,11,200111,0.74,8.18
2001-12,2001,12,200112,0.34,8.52
2002-01,2002,01,200201,0.36,0.36
2002-02,2002,02,200202,0.58,0.94
2002-03,2002,03,200203,0.55,1.49
2002-04,2002,04,200204,0.33,1.82
2002-05,2002,05,200205,2.53,4.35
2002-06,2002,06,200206,0.57,4.92
2002-07,2002,07,200207,0.29,5.21
2002-08,2002,08,200208,1,6.21
2002-09,2002,09,200209,0.71,6.92
2002-10,2002,10,200210,1.13,8.05
2002-11,2002,11,200211,2.45,10.5
2002-12,2002,12,200212,1.7,12.2
2003-01,2003,01,200301,1.51,1.51
2003-02,2003,02,200302,1.39,2.9
2003-03,2003,03,200303,1.38,4.28
2003-04,2003,04,200304,0.9,5.18
2003-05,2003,05,200305,2.84,8.02
2003-06,2003,06,200306,1.05,9.07
2003-07,2003,07,200307,0.99,10.06
2003-08,2003,08,200308,1.44,11.5
2003-09,2003,09,200309,0.22,11.72
2003-10,2003,10,200310,0.65,12.37
2003-11,2003,11,200311,1.04,13.41
2003-12,2003,12,200312,0.16,13.57
2004-01,2004,01,200401,0.33,0.33
2004-02,2004,02,200402,1,1.33
2004-03,2004,03,200403,1.16,2.49
2004-04,2004,04,200404,0.59,3.08
2004-05,2004,05,200405,1.83,4.91
2004-06,2004,06,200406,0.7,5.61
2004-07,2004,07,200407,1.12,6.73
2004-08,2004,08,200408,0.81,7.54
2004-09,2004,09,200409,0.58,8.12
2004-10,2004,10,200410,1.19,9.31
2004-11,2004,11,200411,0.71,10.02
2004-12,2004,12,200412,0.51,10.53
2005-01,2005,01,200501,0.75,0.75
2005-02,2005,02,200502,0.44,1.19
2005-03,2005,03,200503,0.67,1.86
2005-04,2005,04,200504,0.72,2.58
2005-05,2005,05,200505,2.09,4.67
2005-06,2005,06,200506,0.76,5.43
2005-07,2005,07,200507,0.11,5.54
2005-08,2005,08,200508,0.02,5.56
2005-09,2005,09,200509,0.24,5.8
2005-10,2005,10,200510,0.19,5.99
2005-11,2005,11,200511,0.28,6.27
2005-12,2005,12,200512,0.37,6.64
2006-01,2006,01,200601,0.34,0.34
2006-02,2006,02,200602,0.19,0.53
2006-03,2006,03,200603,0.2,0.73
2006-04,2006,04,200604,0.36,1.09
2006-05,2006,05,200605,1.32,2.41
2006-06,2006,06,200606,0.9,3.31
2006-07,2006,07,200607,0.47,3.78
2006-08,2006,08,200608,0.24,4.02
2006-09,2006,09,200609,0.11,4.13
2006-10,2006,10,200610,0.21,4.34
2006-11,2006,11,200611,0.23,4.57
2006-12,2006,12,200612,0.36,4.93
2007-01,2007,01,200701,0.45,0.45
2007-02,2007,02,200702,0.21,0.66
2007-03,2007,03,200703,0.27,0.93
2007-04,2007,04,200704,0.46,1.39
2007-05,2007,05,200705,1.15,2.54
2007-06,2007,06,200706,0.92,3.46
2007-07,2007,07,200707,0.31,3.77
2007-08,2007,08,200708,0.26,4.03
2007-09,2007,09,200709,0.51,4.54
2007-10,2007,10,200710,0.51,5.05
2007-11,2007,11,200711,0.36,5.41
2007-12,2007,12,200712,0.59,6
2008-01,2008,01,200801,0.38,0.38
2008-02,2008,02,200802,0.4,0.78
2008-03,2008,03,200803,0.66,1.44
2008-04,2008,04,200804,0.87,2.31
2008-05,2008,05,200805,2.02,4.33
2008-06,2008,06,200806,1.92,6.25
2008-07,2008,07,200807,1.46,7.71
2008-08,2008,08,200808,1.18,8.89
2008-09,2008,09,200809,0.95,9.84
2008-10,2008,10,200810,0.77,10.61
2008-11,2008,11,200811,0.5,11.11
2008-12,2008,12,200812,0.17,11.28
2009-01,2009,01,200901,0.33,0.33
2009-02,2009,02,200902,0.27,0.6
2009-03,2009,03,200903,-0.25,0.35
2009-04,2009,04,200904,-0.04,0.31
2009-05,2009,05,200905,1.39,1.7
2009-06,2009,06,200906,0.7,2.4
2009-07,2009,07,200907,0.26,2.66
2009-08,2009,08,200908,-0.05,2.61
2009-09,2009,09,200909,0.15,2.76
2009-10,2009,10,200910,0.06,2.82
2009-11,2009,11,200911,0.29,3.11
2009-12,2009,12,200912,0.1,3.21
2010-01,2010,01,201001,0.64,0.64
2010-02,2010,02,201002,0.36,1
2010-03,2010,03,201003,0.75,1.75
2010-04,2010,04,201004,0.84,2.59
2010-05,2010,05,201005,1.81,4.4
2010-06,2010,06,201006,1.09,5.49
2010-07,2010,07,201007,0.44,5.93
2010-08,2010,08,201008,0.14,6.07
2010-09,2010,09,201009,0.21,6.28
2010-10,2010,10,201010,0.2,6.48
2010-11,2010,11,201011,0.37,6.85
2010-12,2010,12,201012,0.67,7.52
2011-01,2011,01,201101,0.41,0.41
2011-02,2011,02,201102,0.28,0.69
2011-03,2011,03,201103,0.43,1.12
2011-04,2011,04,201104,1.06,2.18
2011-05,2011,05,201105,2.94,5.12
2011-06,2011,06,201106,0.37,5.49
2011-07,2011,07,201107,0.45,5.94
2011-08,2011,08,201108,0.13,6.07
2011-09,2011,09,201109,0.14,6.21
2011-10,2011,10,201110,0.23,6.44
2011-11,2011,11,201111,0.72,7.16
2011-12,2011,12,201112,0.11,7.27
2012-01,2012,01,201201,0.89,0.89
2012-02,2012,02,201202,0.3,1.19
2012-03,2012,03,201203,0.51,1.7
2012-04,2012,04,201204,0.75,2.45
2012-05,2012,05,201205,1.88,4.33
2012-06,2012,06,201206,0.73,5.06
2012-07,2012,07,201207,0.67,5.73
2012-08,2012,08,201208,0.26,5.99
2012-09,2012,09,201209,0.22,6.21
2012-10,2012,10,201210,0.21,6.42
2012-11,2012,11,201211,0.33,6.75
2012-12,2012,12,201212,0.16,6.91
2013-01,2013,01,201301,0.65,0.65
2013-02,2013,02,201302,0.6,1.25
2013-03,2013,03,201303,0.5,1.75
2013-04,2013,04,201304,0.74,2.49
2013-05,2013,05,201305,2.25,4.74
2013-06,2013,06,201306,1.15,5.89
2013-07,2013,07,201307,0.48,6.37
2013-08,2013,08,201308,0.31,6.68
2013-09,2013,09,201309,0.43,7.11
2013-10,2013,10,201310,0.26,7.37
2013-11,2013,11,201311,0.35,7.72
2013-12,2013,12,201312,0.1,7.82
2014-01,2014,01,201401,0.88,0.88
2014-02,2014,02,201402,0.33,1.21
2014-03,2014,03,201403,0.28,1.49
2014-04,2014,04,201404,0.88,2.37
2014-05,2014,05,201405,2.05,4.42
2014-06,2014,06,201406,0.66,5.08
2014-07,2014,07,201407,0.75,5.83
2014-08,2014,08,201408,0.08,5.91
2014-09,2014,09,201409,0.15,6.06
2014-10,2014,10,201410,0.17,6.23
2014-11,2014,11,201411,0.44,6.67
2014-12,2014,12,201412,0.08,6.75
2015-01,2015,01,201501,0.92,0.92
2015-02,2015,02,201502,0.31,1.23
2015-03,2015,03,201503,0.62,1.85
2015-04,2015,04,201504,0.46,2.31
2015-05,2015,05,201505,0.95,3.26
2015-06,2015,06,201506,1.84,5.1
2015-07,2015,07,201507,0.55,5.65
2015-08,2015,08,201508,0.59,6.24
2015-09,2015,09,201509,0.22,6.46
2015-10,2015,10,201510,0.36,6.82
2015-11,2015,11,201511,0.34,7.16
2015-12,2015,12,201512,0.1,7.26
2016-01,2016,01,201601,0.39,0.39
2016-02,2016,02,201602,0.54,0.93
2016-03,2016,03,201603,0.64,1.57
2016-04,2016,04,201604,0.55,2.12
2016-05,2016,05,201605,0.08,2.2
2016-06,2016,06,201606,1.93,4.13
2016-07,2016,07,201607,0.49,4.62
2016-08,2016,08,201608,0.29,4.91
2016-09,2016,09,201609,0.33,5.24
2016-10,2016,10,201610,0.21,5.45
2016-11,2016,11,201611,0.16,5.61
2016-12,2016,12,201612,0.35,5.96
2017-01,2017,01,201701,0.41,0.41
2017-02,2017,02,201702,0.65,1.06
2017-03,2017,03,201703,0.16,1.22
2017-04,2017,04,201704,-0.02,1.2
2017-05,2017,05,201705,0.63,1.83
2017-06,2017,06,201706,0.93,2.76
2017-07,2017,07,201707,0.3,3.06
2017-08,2017,08,201708,0.36,3.42
2017-09,2017,09,201709,0.06,3.48
2017-10,2017,10,201710,0.31,3.79
2017-11,2017,11,201711,0.31,4.1
2017-12,2017,12,201712,0.07,4.17
2018-01,2018,01,201801,0.31,0.31
2018-02,2018,02,201802,0.13,0.44
2018-03,2018,03,201803,0.24,0.68
2018-04,2018,04,201804,0.29,0.97
2018-05,2018,05,201805,0.23,1.2
2018-06,2018,06,201806,0.97,2.17
2018-07,2018,07,201807,0.61,2.78
2018-08,2018,08,201808,0.15,2.93
2018-09,2018,09,201809,0.23,3.16
2018-10,2018,10,201810,0.35,3.51
2018-11,2018,11,201811,0.13,3.64
2018-12,2018,12,201812,0.13,3.77
2019-01,2019,01,201901,0.49,0.49
2019-02,2019,02,201902,0.09,0.58
2019-03,2019,03,201903,0.31,0.89
2019-04,2019,04,201904,0.38,1.27
2019-05,2019,05,201905,0.03,1.3
2019-06,2019,06,201906,0.88,2.18
2019-07,2019,07,201907,0.58,2.76
2019-08,2019,08,201908,0.42,3.18
2019-09,2019,09,201909,0.46,3.64
2019-10,2019,10,201910,0.18,3.82
2019-11,2019,11,201911,0.04,3.86
2019-12,2019,12,201912,0.21,4.07
2020-01,2020,01,202001,0.38,0.38
2020-02,2020,02,202002,0.33,0.71
2020-03,2020,03,202003,0.26,0.97
2020-04,2020,04,202004,0.22,1.19
2020-05,2020,05,202005,0.2,1.39
2020-06,2020,06,202006,0.34,1.73
2020-07,2020,07,202007,1.17,2.9
2020-08,2020,08,202008,0.72,3.62
2020-09,2020,09,202009,1.16,4.78
2020-10,2020,10,202010,1.73,6.51
2020-11,2020,11,202011,1.28,7.79
2020-12,2020,12,202012,0.7,8.49
2021-01,2021,01,202101,0.89,0.89
2021-02,2021,02,202102,1.89,2.78
2021-03,2021,03,202103,1.3,4.08
2021-04,2021,04,202104,0.9,4.98
2021-05,2021,05,202105,2.22,7.2
2021-06,2021,06,202106,2.16,9.36
2021-07,2021,07,202107,0.85,10.21
2021-08,2021,08,202108,0.46,10.67
2021-09,2021,09,202109,0.51,11.18
2021-10,2021,10,202110,0.86,12.04
2021-11,2021,11,202111,0.67,12.71
2021-12,2021,12,202112,0.35,13.06
2022-01,2022,01,202201,0.71,0.71
2022-02,2022,02,202202,0.38,1.09
2022-03,2022,03,202203,0.86,1.95
2022-04,2022,04,202204,0.95,2.9
2022-05,2022,05,202205,2.28,5.18
2022-06,2022,06,202206,2.14,7.32
2022-07,2022,07,202207,0.86,8.18
2022-08,2022,08,202208,0.09,8.27
2022-09,2022,09,202209,0.09,8.36
2022-10,2022,10,202210,0.12,8.48
2022-11,2022,11,202211,0.36,8.84
2022-12,2022,12,202212,0.09,8.93
2023-01,2023,01,202301,0.46,0.46
2023-02,2023,02,202302,0.05,0.51
2023-03,2023,03,202303,0.3,0.81
2023-04,2023,04,202304,0.14,0.95
2023-05,2023,05,202305,0.59,1.54
2023-06,2023,06,202306,0.71,2.25
2023-07,2023,07,202307,0.1,2.35
2023-08,2023,08,202308,0.17,2.52
