referencia,ano,mes,ano_mes,ipca_variacao,ipca_acumulado_ano,ipca_acumulado_doze_meses,ipca15_variacao,ipca15_acumulado_ano,ipca15_acumulado_doze_meses,inpc_variacao,inpc_acumulado_ano,inpc_acumulado_doze_meses,consolidado_ano
2018-08,2018,08,201808,-0.09,2.85,4.19,0.13,3.14,4.3,0,2.83,3.64,false
2018-09,2018,09,201809,0.48,3.34,4.53,0.09,3.23,4.28,0.3,3.14,3.97,false
2018-10,2018,10,201810,0.45,3.81,4.56,0.58,3.83,4.53,0.4,3.55,4,false
2018-11,2018,11,201811,-0.21,3.59,4.05,0.19,4.03,4.39,-0.25,3.29,3.56,false
2018-12,2018,12,201812,0.15,3.75,3.75,-0.16,3.86,3.86,0.14,3.43,3.43,true
2019-01,2019,01,201901,0.32,0.32,3.78,0.3,0.3,3.77,0.36,0.36,3.57,false
2019-02,2019,02,201902,0.43,0.75,3.89,0.34,0.64,3.73,0.54,0.9,3.94,false
2019-03,2019,03,201903,0.75,1.51,4.58,0.54,1.18,4.18,0.77,1.68,4.67,false
2019-04,2019,04,201904,0.57,2.09,4.94,0.72,1.91,4.71,0.6,2.29,5.07,false
2019-05,2019,05,201905,0.13,2.22,4.66,0.35,2.27,4.93,0.15,2.44,4.78,false
2019-06,2019,06,201906,0.01,2.23,3.37,0.06,2.33,3.84,0.01,2.45,3.31,false
2019-07,2019,07,201907,0.19,2.42,3.22,0.09,2.42,3.27,0.1,2.55,3.16,false
2019-08,2019,08,201908,0.11,2.54,3.43,0.08,2.51,3.22,0.12,2.68,3.28,false
2019-09,2019,09,201909,-0.04,2.49,2.89,0.09,2.6,3.22,-0.05,2.63,2.92,false
2019-10,2019,10,201910,0.1,2.6,2.54,0.09,2.69,2.72,0.04,2.67,2.55,false
2019-11,2019,11,201911,0.51,3.12,3.27,0.14,2.83,2.67,0.54,3.22,3.37,false
2019-12,2019,12,201912,1.15,4.31,4.31,1.05,3.91,3.91,1.22,4.48,4.48,true
2020-01,2020,01,202001,0.21,0.21,4.19,0.71,0.71,4.34,0.19,0.19,4.3,false
2020-02,2020,02,202002,0.25,0.46,4.01,0.22,0.93,4.21,0.17,0.36,3.92,false
2020-03,2020,03,202003,0.07,0.53,3.3,0.02,0.95,3.67,0.18,0.54,3.31,false
2020-04,2020,04,202004,-0.31,0.22,2.4,-0.01,0.94,2.92,-0.23,0.31,2.46,false
2020-05,2020,05,202005,-0.38,-0.16,1.88,-0.59,0.35,1.96,-0.25,0.06,2.05,false
2020-06,2020,06,202006,0.26,0.1,2.13,0.02,0.37,1.92,0.3,0.36,2.35,false
2020-07,2020,07,202007,0.36,0.46,2.31,0.3,0.67,2.13,0.44,0.8,2.69,false
2020-08,2020,08,202008,0.24,0.7,2.44,0.23,0.9,2.28,0.36,1.16,2.94,false
2020-09,2020,09,202009,0.64,1.34,3.14,0.45,1.35,2.65,0.87,2.04,3.89,false
2020-10,2020,10,202010,0.86,2.22,3.92,0.94,2.31,3.52,0.89,2.95,4.77,false
2020-11,2020,11,202011,0.89,3.13,4.31,0.81,3.13,4.22,0.95,3.93,5.2,false
2020-12,2020,12,202012,1.35,4.52,4.52,1.06,4.23,4.23,1.46,5.45,5.45,true
2021-01,2021,01,202101,0.25,0.25,4.56,0.78,0.78,4.3,0.27,0.27,5.53,false
2021-02,2021,02,202102,0.86,1.11,5.2,0.48,1.26,4.57,0.82,1.09,6.22,false
2021-03,2021,03,202103,0.93,2.05,6.1,0.93,2.21,5.52,0.86,1.96,6.94,false
2021-04,2021,04,202104,0.31,2.37,6.76,0.6,2.82,6.17,0.38,2.35,7.59,false
2021-05,2021,05,202105,0.83,3.22,8.06,0.44,3.27,7.27,0.96,3.33,8.9,false
2021-06,2021,06,202106,0.53,3.77,8.35,0.83,4.13,8.13,0.6,3.95,9.22,false
2021-07,2021,07,202107,0.96,4.76,8.99,0.72,4.88,8.59,1.02,5.01,9.85,false
2021-08,2021,08,202108,0.87,5.67,9.68,0.89,5.81,9.3,0.88,5.94,10.42,false
2021-09,2021,09,202109,1.16,6.9,10.25,1.14,7.02,10.05,1.2,7.21,10.78,false
2021-10,2021,10,202110,1.25,8.24,10.67,1.2,8.3,10.34,1.16,8.45,11.08,false
2021-11,2021,11,202111,0.95,9.26,10.74,1.17,9.57,10.73,0.84,9.36,10.96,false
2021-12,2021,12,202112,0.73,10.06,10.06,0.78,10.42,10.42,0.73,10.16,10.16,true
2022-01,2022,01,202201,0.54,0.54,10.38,0.58,0.58,10.2,0.67,0.67,10.6,false
2022-02,2022,02,202202,1.01,1.56,10.54,0.99,1.58,10.76,1,1.68,10.8,false
2022-03,2022,03,202203,1.62,3.2,11.3,0.95,2.54,10.79,1.71,3.42,11.73,false
2022-04,2022,04,202204,1.06,4.29,12.13,1.73,4.31,12.03,1.04,4.49,12.47,false
2022-05,2022,05,202205,0.47,4.78,11.73,0.59,4.93,12.2,0.45,4.96,11.9,false
2022-06,2022,06,202206,0.67,5.49,11.89,0.69,5.65,12.04,0.62,5.61,11.92,false
2022-07,2022,07,202207,-0.68,4.77,10.07,0.13,5.79,11.39,-0.6,4.98,10.12,false
2022-08,2022,08,202208,-0.36,4.39,8.73,-0.73,5.02,9.6,-0.31,4.65,8.83,false
2022-09,2022,09,202209,-0.29,4.09,7.17,-0.37,4.63,7.96,-0.32,4.32,7.19,false
2022-10,2022,10,202210,0.59,4.7,6.47,0.16,4.8,6.85,0.47,4.81,6.46,false
2022-11,2022,11,202211,0.41,5.13,5.9,0.53,5.35,6.17,0.38,5.21,5.97,false
