referencia,total
2004,181581024
2005,184184264
2006,186771562
2007,183987291
2008,189612814
2009,191507554
2011,192379287
2012,193976530
2013,201062789
2014,202799518
2015,204482867
2016,206114067
2017,207660929
2018,208494900
2019,210147125
2020,211755692
2021,213317639
2022,213317639
