referencia,estado,municipio,poluente_emitido,quantidade
2021,MATO GROSSO,JUARA,Material Particulado (MP),6.6
2021,GOIAS,VILA BOA,Material Particulado (MP),1
2021,SANTA CATARINA,URUSSANGA,Material Particulado (MP),280.30999999999995
2021,SAO PAULO,OSVALDO CRUZ,Material Particulado (MP),63.79
2021,SANTA CATARINA,VIDAL RAMOS,Óxidos de nitrogênio (NOx),928.68
2021,SANTA CATARINA,ITUPORANGA,Material Particulado (MP),8041.57
2021,PARANA,CATANDUVAS,Monóxido de carbono (CO),10.94
2021,GOIAS,JATAI,Óxidos de nitrogênio (NOx),1378.56
2021,TOCANTINS,PORTO NACIONAL,Óxidos de enxofre (SOx),0.49
2021,PARANA,CASTRO,Monóxido de carbono (CO),3327.3200000000006
2021,MINAS GERAIS,CARNEIRINHO,Óxidos de nitrogênio (NOx),64.14
2021,CEARA,SAO GONCALO DO AMARANTE,Monóxido de carbono (CO),15957.070000000002
2021,BAHIA,BARREIRAS,Óxidos de nitrogênio (NOx),11.64
2021,PARANA,ORTIGUEIRA,Material Particulado (MP),769.83
2021,MINAS GERAIS,MERCES,Material Particulado (MP),5.25
2021,PARANA,GUARAQUECABA,Monóxido de carbono (CO),148.61
2021,MINAS GERAIS,NEPOMUCENO,Monóxido de carbono (CO),1
2021,PARAIBA,PIANCO,Monóxido de carbono (CO),24
2021,SANTA CATARINA,NOVA TRENTO,Óxidos de nitrogênio (NOx),16.52
2021,CEARA,GUAIUBA,Óxidos de nitrogênio (NOx),908.7800000000001
2021,GOIAS,BURITI ALEGRE,Monóxido de carbono (CO),1.54
2021,MINAS GERAIS,SAO SEBASTIAO DO PARAISO,Óxidos de enxofre (SOx),0
2021,PIAUI,UNIAO,Monóxido de carbono (CO),4418.4
2021,SAO PAULO,COSMOPOLIS,Óxidos de nitrogênio (NOx),278.84999999999997
2021,SAO PAULO,IRACEMAPOLIS,Óxidos de nitrogênio (NOx),70.1
2021,RIO GRANDE DO SUL,PRESIDENTE LUCENA,Material Particulado (MP),0.01
2021,PARA,BARCARENA,Material Particulado (MP),3099.37
2021,SANTA CATARINA,RIO NEGRINHO,Óxidos de enxofre (SOx),0.01
2021,ALAGOAS,ARAPIRACA,Monóxido de carbono (CO),745.62
2021,RIO GRANDE DO SUL,CARLOS BARBOSA,Óxidos de nitrogênio (NOx),31.21
2021,PARANA,TRES BARRAS DO PARANA,Material Particulado (MP),0.15
2021,MINAS GERAIS,ALVINOPOLIS,Óxidos de enxofre (SOx),1.04
2021,SAO PAULO,CAJATI,Material Particulado (MP),84.66
2021,BAHIA,JUAZEIRO,Monóxido de carbono (CO),797.1
2021,RIO GRANDE DO NORTE,PARELHAS,Material Particulado (MP),194.51000000000002
2021,MINAS GERAIS,GUAXUPE,Material Particulado (MP),1.25
2021,SAO PAULO,IGARATA,Material Particulado (MP),32.3
2021,SANTA CATARINA,ITAPIRANGA,Óxidos de enxofre (SOx),75.5
2021,MINAS GERAIS,GLAUCILANDIA,Material Particulado (MP),104.44
2021,SAO PAULO,CAMPINAS,Monóxido de carbono (CO),28.760000000000005
2021,MATO GROSSO DO SUL,FATIMA DO SUL,Óxidos de enxofre (SOx),11.13
2021,SANTA CATARINA,SANTA TEREZINHA,Material Particulado (MP),1.01
2021,TOCANTINS,TAIPAS DO TOCANTINS,Material Particulado (MP),1
2021,GOIAS,ITUMBIARA,Óxidos de enxofre (SOx),0
2021,SANTA CATARINA,SANTA CECILIA,Monóxido de carbono (CO),77.42
2021,SANTA CATARINA,ARARANGUA,Monóxido de carbono (CO),0.1
2021,RIO GRANDE DO SUL,CANDIOTA,Material Particulado (MP),781.29
2021,MINAS GERAIS,NOVA PORTEIRINHA,Monóxido de carbono (CO),2.15
2021,SANTA CATARINA,CORONEL FREITAS,Monóxido de carbono (CO),0
2021,MINAS GERAIS,JURUAIA,Material Particulado (MP),0.08
2021,RIO GRANDE DO SUL,CANGUCU,Monóxido de carbono (CO),29.4
2021,MINAS GERAIS,MUTUM,Óxidos de nitrogênio (NOx),52
2021,GOIAS,INHUMAS,Óxidos de nitrogênio (NOx),2.92
2021,SAO PAULO,CUBATAO,Óxidos de enxofre (SOx),4729.26
2021,PARAIBA,MULUNGU,Monóxido de carbono (CO),0.5
2021,BAHIA,ITABUNA,Monóxido de carbono (CO),1.25
2021,RIO GRANDE DO SUL,MONTENEGRO,Material Particulado (MP),228
2021,GOIAS,ARUANA,Material Particulado (MP),0
2021,SANTA CATARINA,ITA,Monóxido de carbono (CO),104.02000000000001
2021,SAO PAULO,RIBEIRAO PRETO,Óxidos de nitrogênio (NOx),916.5099999999999
2021,SAO PAULO,PINDAMONHANGABA,Material Particulado (MP),1579.9199999999998
2021,SAO PAULO,PRESIDENTE VENCESLAU,Monóxido de carbono (CO),2496.12
2021,RIO DE JANEIRO,BARRA DO PIRAI,Material Particulado (MP),45.32999999999999
2021,RIO GRANDE DO NORTE,SAO GONCALO DO AMARANTE,Óxidos de nitrogênio (NOx),9.59
2021,BAHIA,SANTA RITA DE CASSIA,Material Particulado (MP),0.05
2021,ESPIRITO SANTO,VENDA NOVA DO IMIGRANTE,Monóxido de carbono (CO),4.6
2021,MATO GROSSO DO SUL,ANGELICA,Óxidos de nitrogênio (NOx),754.84
2021,MINAS GERAIS,CANAPOLIS,Material Particulado (MP),2844.7299999999996
2021,MINAS GERAIS,MATEUS LEME,Óxidos de enxofre (SOx),0.98
2021,SAO PAULO,AMERICO BRASILIENSE,Material Particulado (MP),669.2800000000001
2021,MINAS GERAIS,INHAUMA,Monóxido de carbono (CO),0.36
2021,SANTA CATARINA,SANTA TEREZINHA,Monóxido de carbono (CO),4.2
2021,RIO GRANDE DO NORTE,GUAMARE,Óxidos de nitrogênio (NOx),226.59
2021,PARA,MARABA,Monóxido de carbono (CO),7237.8099999999995
2021,GOIAS,NIQUELANDIA,Óxidos de enxofre (SOx),0
2021,RIO GRANDE DO SUL,MUITOS CAPOES,Material Particulado (MP),63.54
2021,MINAS GERAIS,IGUATAMA,Óxidos de enxofre (SOx),0.14
2021,SANTA CATARINA,RODEIO,Monóxido de carbono (CO),1.62
2021,ESPIRITO SANTO,ITAGUACU,Material Particulado (MP),0.02
2021,ESPIRITO SANTO,AFONSO CLAUDIO,Óxidos de nitrogênio (NOx),1.02
2021,RIO GRANDE DO SUL,CARLOS BARBOSA,Óxidos de enxofre (SOx),0.02
2021,RIO DE JANEIRO,MAGE,Óxidos de nitrogênio (NOx),2.22
2021,PARANA,BALSA NOVA,Óxidos de nitrogênio (NOx),1737.45
2021,PERNAMBUCO,AFRANIO,Óxidos de nitrogênio (NOx),0
2021,SAO PAULO,PROMISSAO,Óxidos de nitrogênio (NOx),770.3299999999999
2021,ESPIRITO SANTO,PINHEIROS,Material Particulado (MP),98.16
2021,MINAS GERAIS,BELO ORIENTE,Óxidos de enxofre (SOx),101.65
2021,BAHIA,MORTUGABA,Material Particulado (MP),0.01
2021,SAO PAULO,SAO CAETANO DO SUL,Monóxido de carbono (CO),0.02
2021,PARANA,TAPEJARA,Monóxido de carbono (CO),36.91
2021,SAO PAULO,PAULICEIA,Óxidos de nitrogênio (NOx),60.6
2021,RIO GRANDE DO SUL,BOA VISTA DO SUL,Material Particulado (MP),36.46
2021,MATO GROSSO,PRIMAVERA DO LESTE,Material Particulado (MP),21
2021,MINAS GERAIS,SANTANA DOS MONTES,Material Particulado (MP),0.01
2021,MINAS GERAIS,CORREGO FUNDO,Monóxido de carbono (CO),0.05
2021,ESPIRITO SANTO,SAO MATEUS,Óxidos de enxofre (SOx),3.98
2021,SANTA CATARINA,BIGUACU,Material Particulado (MP),32.51
2021,SANTA CATARINA,BRACO DO NORTE,Óxidos de enxofre (SOx),1.6
2021,GOIAS,CACU,Material Particulado (MP),279
2021,SAO PAULO,CORUMBATAI,Material Particulado (MP),0.07
2021,PARANA,LAPA,Monóxido de carbono (CO),393.53999999999996
2021,MINAS GERAIS,PEDRO LEOPOLDO,Monóxido de carbono (CO),655.17
2021,SAO PAULO,SERRA NEGRA,Óxidos de enxofre (SOx),0.26
2021,PARAIBA,APARECIDA,Monóxido de carbono (CO),0
2021,ESPIRITO SANTO,RIO BANANAL,Monóxido de carbono (CO),1
2021,GOIAS,CAMPO LIMPO DE GOIAS,Óxidos de enxofre (SOx),0.21
2021,ALAGOAS,OLHO D'AGUA DAS FLORES,Monóxido de carbono (CO),7.13
2021,MINAS GERAIS,JUATUBA,Monóxido de carbono (CO),508.99
2021,ACRE,BRASILEIA,Óxidos de nitrogênio (NOx),0.04
2021,MATO GROSSO,SINOP,Monóxido de carbono (CO),4264.77
2021,PARA,TAILANDIA,Monóxido de carbono (CO),100.03
2021,SANTA CATARINA,ITUPORANGA,Monóxido de carbono (CO),401.67
2021,RIO GRANDE DO NORTE,CARNAUBA DOS DANTAS,Material Particulado (MP),1657.3899999999999
2021,MINAS GERAIS,ITURAMA,Material Particulado (MP),901.6400000000001
2021,CEARA,RUSSAS,Óxidos de nitrogênio (NOx),11392.279999999999
2021,MINAS GERAIS,SACRAMENTO,Óxidos de enxofre (SOx),17.21
2021,BAHIA,IBIASSUCE,Monóxido de carbono (CO),0.060000000000000005
2021,GOIAS,CEZARINA,Óxidos de nitrogênio (NOx),1494.99
2021,RORAIMA,BOA VISTA,Monóxido de carbono (CO),0.63
2021,SANTA CATARINA,SEARA,Material Particulado (MP),971.24
2021,SAO PAULO,BARUERI,Material Particulado (MP),2706.3199999999997
2021,SAO PAULO,SALTO,Óxidos de nitrogênio (NOx),23
2021,PARANA,SANTA MARIA DO OESTE,Monóxido de carbono (CO),3.75
2021,SANTA CATARINA,IMBITUBA,Monóxido de carbono (CO),0.52
2021,MINAS GERAIS,TRES MARIAS,Óxidos de nitrogênio (NOx),136.6
2021,PARANA,ANTONINA,Óxidos de enxofre (SOx),0.04
2021,RIO DE JANEIRO,QUISSAMA,Óxidos de nitrogênio (NOx),0.89
2021,SAO PAULO,POA,Óxidos de nitrogênio (NOx),13.1
2021,MINAS GERAIS,RIACHO DOS MACHADOS,Monóxido de carbono (CO),0.01
2021,BAHIA,CORDEIROS,Óxidos de enxofre (SOx),0.01
2021,SANTA CATARINA,CONCORDIA,Material Particulado (MP),192.95
2021,PARA,BONITO,Material Particulado (MP),0
2021,MATO GROSSO DO SUL,TRES LAGOAS,Material Particulado (MP),1903.83
2021,RIO DE JANEIRO,CABO FRIO,Óxidos de nitrogênio (NOx),859.06
2021,SAO PAULO,ADAMANTINA,Material Particulado (MP),10.74
2021,PARANA,PINHAIS,Óxidos de enxofre (SOx),0
2021,RIO GRANDE DO NORTE,CEARA-MIRIM,Monóxido de carbono (CO),155
2021,RIO DE JANEIRO,NOVA FRIBURGO,Óxidos de nitrogênio (NOx),0.6
2021,SAO PAULO,CORDEIROPOLIS,Óxidos de nitrogênio (NOx),34.519999999999996
2021,SAO PAULO,SAO LUIS DO PARAITINGA,Monóxido de carbono (CO),0.01
2021,SAO PAULO,ORLANDIA,Óxidos de nitrogênio (NOx),41.18
2021,ESPIRITO SANTO,SAO MATEUS,Óxidos de nitrogênio (NOx),15.68
2021,RIO GRANDE DO SUL,SANTO ANGELO,Óxidos de nitrogênio (NOx),0.04
2021,SAO PAULO,ESTIVA GERBI,Monóxido de carbono (CO),1.83
2021,SAO PAULO,RESTINGA,Material Particulado (MP),0.2
2021,ALAGOAS,MATRIZ DE CAMARAGIBE,Material Particulado (MP),178.89
2021,ESPIRITO SANTO,SERRA,Material Particulado (MP),1624.72
2021,MATO GROSSO,SORRISO,Óxidos de nitrogênio (NOx),62.39
2021,PARANA,MERCEDES,Material Particulado (MP),18.540000000000003
2021,ALAGOAS,MARECHAL DEODORO,Óxidos de nitrogênio (NOx),167.24
2021,PERNAMBUCO,ARARIPINA,Monóxido de carbono (CO),1235.75
2021,SAO PAULO,GUARUJA,Óxidos de enxofre (SOx),0.13
2021,PARA,ALMEIRIM,Óxidos de nitrogênio (NOx),1231.23
2021,MATO GROSSO,BARRA DO GARCAS,Monóxido de carbono (CO),1165.55
2021,GOIAS,PORANGATU,Material Particulado (MP),150.96
2021,RIO DE JANEIRO,NOVA IGUACU,Monóxido de carbono (CO),6.1
2021,SANTA CATARINA,CORUPA,Óxidos de enxofre (SOx),2.06
2021,SAO PAULO,SUZANAPOLIS,Material Particulado (MP),403.77
2021,MINAS GERAIS,TRES CORACOES,Monóxido de carbono (CO),175.2
2021,PARANA,JARDIM ALEGRE,Material Particulado (MP),1.3
2021,RIO GRANDE DO SUL,PEJUCARA,Material Particulado (MP),0.02
2021,TOCANTINS,DARCINOPOLIS,Material Particulado (MP),0
2021,SANTA CATARINA,VIDAL RAMOS,Material Particulado (MP),4.3100000000000005
2021,SAO PAULO,IPERO,Óxidos de nitrogênio (NOx),1.16
2021,CEARA,GRANJA,Óxidos de nitrogênio (NOx),151.02
2021,PARAIBA,SALGADINHO,Monóxido de carbono (CO),0
2021,RIO DE JANEIRO,APERIBE,Monóxido de carbono (CO),0.01
2021,SANTA CATARINA,BALNEARIO RINCAO,Material Particulado (MP),0.08
2021,MINAS GERAIS,NATERCIA,Material Particulado (MP),0.2
2021,TOCANTINS,CRISTALANDIA,Material Particulado (MP),12.3
2021,RIO GRANDE DO SUL,ESTRELA,Óxidos de enxofre (SOx),0.03
2021,SAO PAULO,PIRAPOZINHO,Monóxido de carbono (CO),0.15
2021,MATO GROSSO DO SUL,ELDORADO,Monóxido de carbono (CO),168.13
2021,SAO PAULO,VALPARAISO,Monóxido de carbono (CO),117.32000000000001
2021,SAO PAULO,TANABI,Óxidos de nitrogênio (NOx),405.32
2021,MINAS GERAIS,SANTA BARBARA DO MONTE VERDE,Material Particulado (MP),0.77
2021,ESPIRITO SANTO,SANTA MARIA DE JETIBA,Monóxido de carbono (CO),0.01
2021,CEARA,GUAIUBA,Material Particulado (MP),4674.910000000001
2021,SAO PAULO,PEDRA BELA,Monóxido de carbono (CO),0.01
2021,MINAS GERAIS,CARMO DO CAJURU,Material Particulado (MP),1.37
2021,MINAS GERAIS,BELO VALE,Monóxido de carbono (CO),1725.03
2021,RIO GRANDE DO SUL,IGREJINHA,Monóxido de carbono (CO),0
2021,MINAS GERAIS,ARAGUARI,Óxidos de enxofre (SOx),3.2
2021,SERGIPE,SIMAO DIAS,Óxidos de nitrogênio (NOx),7.15
2021,SAO PAULO,AGUDOS,Monóxido de carbono (CO),0
2021,PARANA,TAPEJARA,Material Particulado (MP),315.87
2021,MINAS GERAIS,DOM SILVERIO,Material Particulado (MP),200
2021,TOCANTINS,SANTA MARIA DO TOCANTINS,Óxidos de enxofre (SOx),0.3
2021,SANTA CATARINA,LONTRAS,Material Particulado (MP),7.3599999999999985
2021,MINAS GERAIS,CORREGO FUNDO,Óxidos de nitrogênio (NOx),861.9899999999999
2021,SAO PAULO,CATANDUVA,Monóxido de carbono (CO),367.53
2021,SAO PAULO,SANTA ADELIA,Monóxido de carbono (CO),1
2021,MATO GROSSO DO SUL,COXIM,Óxidos de nitrogênio (NOx),0.09
2021,TOCANTINS,AUGUSTINOPOLIS,Monóxido de carbono (CO),0.63
2021,MINAS GERAIS,ROCHEDO DE MINAS,Material Particulado (MP),0.18
2021,PARANA,ASTORGA,Monóxido de carbono (CO),6.79
2021,RIO GRANDE DO SUL,FAXINAL DO SOTURNO,Material Particulado (MP),3.56
2021,GOIAS,QUIRINOPOLIS,Material Particulado (MP),1150.81
2021,RONDONIA,ARIQUEMES,Óxidos de enxofre (SOx),3.13
2021,SANTA CATARINA,CORDILHEIRA ALTA,Monóxido de carbono (CO),57.6
2021,RIO GRANDE DO SUL,CAMBARA DO SUL,Monóxido de carbono (CO),500
2021,SAO PAULO,SAO JOAQUIM DA BARRA,Material Particulado (MP),588.55
2021,MINAS GERAIS,ITAVERAVA,Material Particulado (MP),1.6
2021,MATO GROSSO,CUIABA,Material Particulado (MP),270.32
2021,SANTA CATARINA,ANTONIO CARLOS,Óxidos de nitrogênio (NOx),1.88
2021,SAO PAULO,TABATINGA,Material Particulado (MP),18.3
2021,RIO GRANDE DO SUL,PORTO ALEGRE,Óxidos de enxofre (SOx),1.81
2021,PARANA,CORNELIO PROCOPIO,Material Particulado (MP),75
2021,SAO PAULO,JANDIRA,Monóxido de carbono (CO),498.07
2021,GOIAS,SAO LUIS DE MONTES BELOS,Óxidos de nitrogênio (NOx),0.4
2021,SAO PAULO,ITAQUAQUECETUBA,Monóxido de carbono (CO),1.29
2021,ALAGOAS,ATALAIA,Material Particulado (MP),11.16
2021,RIO DE JANEIRO,MAGE,Material Particulado (MP),2.2600000000000002
2021,MATO GROSSO,BRASNORTE,Monóxido de carbono (CO),133.76
2021,PARAIBA,TAPEROA,Monóxido de carbono (CO),1.5
2021,PARA,PARAGOMINAS,Monóxido de carbono (CO),0.8600000000000001
2021,SAO PAULO,CANITAR,Material Particulado (MP),0.2
2021,MINAS GERAIS,SAO THOME DAS LETRAS,Material Particulado (MP),0.5
2021,CEARA,QUIXERAMOBIM,Óxidos de enxofre (SOx),9804.24
2021,PARAIBA,TENORIO,Monóxido de carbono (CO),0.3
2021,SANTA CATARINA,CAPINZAL,Monóxido de carbono (CO),63.25
2021,SAO PAULO,ALUMINIO,Óxidos de nitrogênio (NOx),133
2021,PARANA,SENGES,Monóxido de carbono (CO),15451.550000000001
2021,PERNAMBUCO,PAULISTA,Óxidos de nitrogênio (NOx),100.6
2021,BAHIA,MUCURI,Material Particulado (MP),675.95
2021,TOCANTINS,DUERE,Óxidos de enxofre (SOx),0.03
2021,SAO PAULO,GUARATINGUETA,Óxidos de enxofre (SOx),39.83
2021,PARAIBA,JUNCO DO SERIDO,Material Particulado (MP),6.84
2021,SAO PAULO,SANTA ROSA DE VITERBO,Monóxido de carbono (CO),2.71
2021,RIO GRANDE DO SUL,BOM PRINCIPIO,Material Particulado (MP),1009.86
2021,SANTA CATARINA,TUBARAO,Óxidos de enxofre (SOx),49.7
2021,SAO PAULO,ANGATUBA,Óxidos de enxofre (SOx),4.22
2021,SAO PAULO,PANORAMA,Óxidos de enxofre (SOx),0.01
2021,TOCANTINS,ALVORADA,Óxidos de enxofre (SOx),0.07
2021,MINAS GERAIS,MONTE CARMELO,Óxidos de enxofre (SOx),0.07
2021,SAO PAULO,CAMPINAS,Óxidos de nitrogênio (NOx),156.67
2021,SAO PAULO,BARUERI,Monóxido de carbono (CO),7.01
2021,CEARA,ITAITINGA,Monóxido de carbono (CO),1156.27
2021,PARANA,CAMPO MAGRO,Óxidos de nitrogênio (NOx),0.32
2021,SAO PAULO,RIFAINA,Monóxido de carbono (CO),1.68
2021,RIO GRANDE DO NORTE,ACARI,Monóxido de carbono (CO),14746.92
2021,RIO GRANDE DO NORTE,SAO JOSE DO CAMPESTRE,Monóxido de carbono (CO),31.45
2021,ESPIRITO SANTO,VIANA,Óxidos de enxofre (SOx),64.99000000000001
2021,MINAS GERAIS,DORES DE GUANHAES,Monóxido de carbono (CO),0.03
2021,PARAIBA,JOAO PESSOA,Óxidos de enxofre (SOx),5691.070000000001
2021,SAO PAULO,LIMEIRA,Óxidos de nitrogênio (NOx),1365
2021,RIO GRANDE DO NORTE,LUCRECIA,Monóxido de carbono (CO),1699
2021,MINAS GERAIS,PEDRO LEOPOLDO,Material Particulado (MP),41.36
2021,SANTA CATARINA,TIMBO GRANDE,Monóxido de carbono (CO),1061.76
2021,GOIAS,VICENTINOPOLIS,Material Particulado (MP),196.2
2021,PARA,SANTAREM,Material Particulado (MP),2.85
2021,MINAS GERAIS,LIMEIRA DO OESTE,Material Particulado (MP),118.21000000000001
2021,SANTA CATARINA,GARUVA,Material Particulado (MP),2.49
2021,MINAS GERAIS,ITABIRA,Monóxido de carbono (CO),382.59000000000003
2021,MINAS GERAIS,SERRA DOS AIMORES,Material Particulado (MP),63.34
2021,SAO PAULO,FRANCA,Material Particulado (MP),11.549999999999995
2021,CEARA,BEBERIBE,Óxidos de nitrogênio (NOx),1058.4
2021,RIO GRANDE DO SUL,VERANOPOLIS,Monóxido de carbono (CO),4.08
2021,TOCANTINS,PALMAS,Monóxido de carbono (CO),0.02
2021,PERNAMBUCO,ARARIPINA,Óxidos de nitrogênio (NOx),0.19
2021,ACRE,JORDAO,Óxidos de enxofre (SOx),0.28
2021,AMAZONAS,SAO GABRIEL DA CACHOEIRA,Material Particulado (MP),10.77
2021,SAO PAULO,JAGUARIUNA,Óxidos de enxofre (SOx),1.37
2021,SANTA CATARINA,SAO JOSE,Óxidos de nitrogênio (NOx),0.5
2021,AMAZONAS,MANAUS,Material Particulado (MP),561179.2000000001
2021,MINAS GERAIS,SANTA RITA DO SAPUCAI,Monóxido de carbono (CO),158918.56
2021,RIO GRANDE DO NORTE,ASSU,Óxidos de nitrogênio (NOx),95.86000000000001
2021,PARANA,TELEMACO BORBA,Monóxido de carbono (CO),26442.5
2021,SANTA CATARINA,CAMPO ALEGRE,Material Particulado (MP),620.56
2021,MARANHAO,CAXIAS,Material Particulado (MP),45.7
2021,PARAIBA,NOVA PALMEIRA,Material Particulado (MP),0.18
2021,MINAS GERAIS,NOVO CRUZEIRO,Monóxido de carbono (CO),0.01
2021,RIO GRANDE DO SUL,MARAU,Óxidos de nitrogênio (NOx),129020.5
2021,RIO GRANDE DO SUL,CASCA,Material Particulado (MP),18607.23
2021,SAO PAULO,ITUPEVA,Óxidos de enxofre (SOx),8.51
2021,PARANA,RIO NEGRO,Óxidos de nitrogênio (NOx),219.79000000000002
2021,SAO PAULO,VARGEM GRANDE DO SUL,Material Particulado (MP),0.12000000000000001
2021,BAHIA,CONCEICAO DA FEIRA,Óxidos de enxofre (SOx),0
2021,PARANA,CORONEL VIVIDA,Material Particulado (MP),30430.12
2021,BAHIA,JIQUIRICA,Material Particulado (MP),0.02
2021,SAO PAULO,VALPARAISO,Material Particulado (MP),845.1700000000001
2021,SAO PAULO,BEBEDOURO,Óxidos de enxofre (SOx),0.81
2021,MATO GROSSO,LAMBARI D'OESTE,Material Particulado (MP),225.65
2021,ALAGOAS,MARECHAL DEODORO,Óxidos de enxofre (SOx),0
2021,PERNAMBUCO,LAGOA DO ITAENGA,Óxidos de nitrogênio (NOx),6733.330000000001
2021,SANTA CATARINA,BRACO DO NORTE,Material Particulado (MP),17.87
2021,PARANA,PALMAS,Monóxido de carbono (CO),989.86
2021,MINAS GERAIS,JEQUERI,Material Particulado (MP),150
2021,MATO GROSSO DO SUL,ELDORADO,Material Particulado (MP),41.61
2021,SAO PAULO,JACAREI,Monóxido de carbono (CO),3030.2100000000005
2021,PARANA,TERRA BOA,Monóxido de carbono (CO),931.24
2021,RIO GRANDE DO SUL,PICADA CAFE,Monóxido de carbono (CO),0.15
2021,MINAS GERAIS,CARMO DO PARANAIBA,Monóxido de carbono (CO),0.01
2021,MINAS GERAIS,JANAUBA,Óxidos de nitrogênio (NOx),35.76
2021,PERNAMBUCO,CAMARAGIBE,Monóxido de carbono (CO),0.3
2021,MINAS GERAIS,CONCEICAO DAS ALAGOAS,Óxidos de nitrogênio (NOx),218.98
2021,RIO GRANDE DO SUL,LAJEADO,Óxidos de enxofre (SOx),4.11
2021,PARAIBA,MALTA,Monóxido de carbono (CO),0.5
2021,MINAS GERAIS,IGARAPE,Óxidos de nitrogênio (NOx),0
2021,SANTA CATARINA,CANELINHA,Material Particulado (MP),49.82
2021,SAO PAULO,IACANGA,Óxidos de nitrogênio (NOx),33.4
2021,RONDONIA,JARU,Monóxido de carbono (CO),829
2021,TOCANTINS,BABACULANDIA,Óxidos de enxofre (SOx),0.25
2021,ESPIRITO SANTO,VIANA,Óxidos de nitrogênio (NOx),431.73
2021,CEARA,IBIAPINA,Óxidos de nitrogênio (NOx),18.14
2021,MINAS GERAIS,DELTA,Material Particulado (MP),490.01
2021,RIO GRANDE DO SUL,SAPIRANGA,Material Particulado (MP),0.25
2021,PERNAMBUCO,CUSTODIA,Monóxido de carbono (CO),51
2021,MATO GROSSO DO SUL,CASSILANDIA,Óxidos de nitrogênio (NOx),4.8
2021,MINAS GERAIS,NOVA LIMA,Monóxido de carbono (CO),1.33
2021,SAO PAULO,SUMARE,Monóxido de carbono (CO),65.12
2021,PARA,MOJU,Material Particulado (MP),56.14
2021,SAO PAULO,BOM JESUS DOS PERDOES,Material Particulado (MP),1.82
2021,RIO DE JANEIRO,TERESOPOLIS,Monóxido de carbono (CO),0.42
2021,PARANA,ARAPONGAS,Material Particulado (MP),2301.370000000001
2021,RIO GRANDE DO SUL,OSORIO,Material Particulado (MP),0.05
2021,SANTA CATARINA,MIRIM DOCE,Óxidos de nitrogênio (NOx),0.23
2021,BAHIA,BOM JESUS DA LAPA,Material Particulado (MP),0.02
2021,MINAS GERAIS,NAZARENO,Monóxido de carbono (CO),1224.33
2021,BAHIA,SANTO ESTEVAO,Óxidos de enxofre (SOx),0.29
2021,BAHIA,SIMOES FILHO,Material Particulado (MP),417.40999999999997
2021,MINAS GERAIS,LAGOA FORMOSA,Óxidos de nitrogênio (NOx),311
2021,SANTA CATARINA,CAXAMBU DO SUL,Material Particulado (MP),1.8
2021,RIO GRANDE DO SUL,SAO LUIZ GONZAGA,Monóxido de carbono (CO),0
2021,RIO DE JANEIRO,JAPERI,Óxidos de nitrogênio (NOx),12.9
2021,MATO GROSSO,COLNIZA,Material Particulado (MP),890.07
2021,PARANA,JUSSARA,Material Particulado (MP),666.3
2021,SERGIPE,ITABAIANINHA,Material Particulado (MP),22.669999999999998
2021,SAO PAULO,NARANDIBA,Óxidos de nitrogênio (NOx),781.57
2021,BAHIA,BELMONTE,Óxidos de nitrogênio (NOx),0.02
2021,SERGIPE,LAGARTO,Óxidos de nitrogênio (NOx),3.59
2021,GOIAS,FORMOSA,Óxidos de nitrogênio (NOx),16.369999999999997
2021,RIO GRANDE DO SUL,JAGUARI,Material Particulado (MP),0.18
2021,RIO GRANDE DO NORTE,PARNAMIRIM,Monóxido de carbono (CO),247.44
2021,MATO GROSSO DO SUL,INOCENCIA,Material Particulado (MP),0.5
2021,MINAS GERAIS,FRANCISCOPOLIS,Material Particulado (MP),0.27
2021,SANTA CATARINA,CAMPOS NOVOS,Monóxido de carbono (CO),67
2021,SANTA CATARINA,HERVAL D'OESTE,Óxidos de nitrogênio (NOx),10
2021,MINAS GERAIS,MARTINHO CAMPOS,Monóxido de carbono (CO),0.35
2021,RIO GRANDE DO SUL,FAZENDA VILANOVA,Óxidos de nitrogênio (NOx),0
2021,RIO GRANDE DO SUL,GENERAL CAMARA,Material Particulado (MP),26.2
2021,BAHIA,CONDEUBA,Material Particulado (MP),1.5
2021,PARANA,TURVO,Monóxido de carbono (CO),75.3
2021,RIO GRANDE DO SUL,TRES DE MAIO,Óxidos de nitrogênio (NOx),56.73
2021,PARA,TAILANDIA,Material Particulado (MP),0.04
2021,AMAZONAS,IRANDUBA,Óxidos de nitrogênio (NOx),3
2021,RIO GRANDE DO SUL,PASSO FUNDO,Material Particulado (MP),789.05
2021,SANTA CATARINA,MORRO GRANDE,Material Particulado (MP),12.55
2021,MARANHAO,GOVERNADOR EDISON LOBAO,Material Particulado (MP),0.01
2021,SAO PAULO,SERRA NEGRA,Material Particulado (MP),0.21000000000000002
2021,RIO GRANDE DO SUL,VERA CRUZ,Material Particulado (MP),5.8100000000000005
2021,MINAS GERAIS,BOM JARDIM DE MINAS,Material Particulado (MP),1.87
2021,MINAS GERAIS,MUZAMBINHO,Óxidos de enxofre (SOx),0.08
2021,RIO GRANDE DO SUL,TIO HUGO,Material Particulado (MP),0.5
2021,TOCANTINS,XAMBIOA,Óxidos de enxofre (SOx),39.88
2021,SANTA CATARINA,CORONEL FREITAS,Material Particulado (MP),0.02
2021,RIO DE JANEIRO,CARMO,Monóxido de carbono (CO),0.01
2021,PARAIBA,CABEDELO,Material Particulado (MP),0.02
