referencia,estado,municipio,quantidade
2020,ALAGOAS,IGREJA NOVA,647.9100000000001
2018,SAO PAULO,LORENA,155.55
2021,SAO PAULO,SAO SIMAO,180.32999999999998
2016,RIO GRANDE DO NORTE,BARAUNA,9587.77
2014,MINAS GERAIS,FRUTAL,683.0500000000001
2020,MINAS GERAIS,IBITURUNA,25
2019,BAHIA,SANTANA,10
2016,SANTA CATARINA,TROMBUDO CENTRAL,7.1
2018,MATO GROSSO DO SUL,PONTA PORA,866.6199999999999
2021,MINAS GERAIS,NAZARENO,1357.65
2016,RIO GRANDE DO SUL,FLORES DA CUNHA,11.75
2014,PARANA,TOLEDO,1035870.14
2016,RIO GRANDE DO NORTE,CARAUBAS,0.05
2014,PARANA,TURVO,212.97
2018,PARANA,CANDOI,20
2019,SAO PAULO,MARAPOAMA,184.06
2020,SAO PAULO,SAO JOAQUIM DA BARRA,3208.52
2016,BAHIA,PRADO,350
2013,SANTA CATARINA,VIDEIRA,20.419999999999998
2019,TOCANTINS,PALMEIRANTE,0.03
2015,GOIAS,NIQUELANDIA,60301.020000000004
2014,MATO GROSSO DO SUL,ITAQUIRAI,63.04
2018,PERNAMBUCO,MORENO,69.91000000000001
2020,SAO PAULO,ITAPORANGA,1650
2020,SAO PAULO,ROSANA,0.060000000000000005
2018,BAHIA,OLIVEIRA DOS BREJINHOS,0.09
2021,RIO DE JANEIRO,PETROPOLIS,28.4
2015,MINAS GERAIS,CACHOEIRA DE PAJEU,0
2014,SAO PAULO,ITAPIRA,3457.18
2013,SANTA CATARINA,SAO LUDGERO,0
2021,PARA,ALMEIRIM,135164.97999999998
2019,PARA,ALTAMIRA,0.05
2020,CEARA,TIANGUA,66.91
2021,SAO PAULO,MORRO AGUDO,3124.4
2016,MINAS GERAIS,DIVINOPOLIS,301.12
2016,PARANA,AMPERE,3.88
2016,CEARA,APUIARES,9
2015,MATO GROSSO,BOM JESUS DO ARAGUAIA,0.04
2017,BAHIA,CANDIBA,0.04
2014,MINAS GERAIS,MONSENHOR PAULO,0.45
2021,MINAS GERAIS,CONFINS,0.06
2013,PARANA,ITAPEJARA D'OESTE,140.28
2017,PERNAMBUCO,CUSTODIA,110.76
2013,PARANA,BOCAIUVA DO SUL,2.25
2014,SAO PAULO,RESTINGA,61
2014,MINAS GERAIS,TABULEIRO,88.47
2016,SERGIPE,PROPRIA,0.02
2017,PARANA,ENEAS MARQUES,796.22
2019,MATO GROSSO DO SUL,MUNDO NOVO,175.1
2017,PERNAMBUCO,SERRA TALHADA,26.8
2016,MINAS GERAIS,BRUMADINHO,978.5
2018,SAO PAULO,COLINA,1946.07
2013,SAO PAULO,PENAPOLIS,0.5
2013,PARANA,SERTANOPOLIS,4125.01
2017,RIO GRANDE DO SUL,CONDOR,6
2017,RIO GRANDE DO SUL,TAPEJARA,21.65
2021,SAO PAULO,SANTO ANTONIO DA ALEGRIA,0.01
2019,PARANA,CAMPO DO TENENTE,54.27
2020,RIO GRANDE DO NORTE,CARNAUBA DOS DANTAS,10931.499999999995
2021,GOIAS,MINACU,0
2019,MINAS GERAIS,BARROSO,2008.0400000000002
2016,SANTA CATARINA,RIO DOS CEDROS,0.1
2016,MINAS GERAIS,PASSOS,1002.92
2018,TOCANTINS,CRISTALANDIA,64.68
2017,SANTA CATARINA,CAMPOS NOVOS,324.84
2014,MINAS GERAIS,BAMBUI,715.22
2017,RONDONIA,SAO FRANCISCO DO GUAPORE,280
2017,RIO DE JANEIRO,VOLTA REDONDA,12849.73
2018,MATO GROSSO DO SUL,TERENOS,441.59000000000003
2019,CEARA,JAGUARETAMA,0.01
2013,SANTA CATARINA,VIDAL RAMOS,3661839.2800000003
2021,SANTA CATARINA,BRUSQUE,8239.6
2015,PERNAMBUCO,BELO JARDIM,67.86
2020,MINAS GERAIS,SAO VICENTE DE MINAS,1638.8399999999997
2013,SAO PAULO,ICEM,1.5
2020,PARAIBA,QUIXABA,0.5
2016,SAO PAULO,ITIRAPINA,0.01
2018,PARANA,SANTA ISABEL DO IVAI,8.2
2016,SAO PAULO,GUAICARA,1102118.03
2015,SANTA CATARINA,CAPINZAL,210.2
2014,BAHIA,RIACHAO DO JACUIPE,4.65
2017,RIO GRANDE DO SUL,SANTA ROSA,77.67
2015,GOIAS,TROMBAS,20
2014,RONDONIA,OURO PRETO DO OESTE,89.01
2014,MINAS GERAIS,SAO TIAGO,12
2020,PERNAMBUCO,CAMARAGIBE,0.3
2015,MINAS GERAIS,ITINGA,0.03
2014,PERNAMBUCO,VERTENTE DO LERIO,637.1
2021,PARANA,CARAMBEI,952.2800000000001
2019,PARAIBA,SUME,0.4
2014,SAO PAULO,DOIS CORREGOS,325.53
2016,GOIAS,SANTA HELENA DE GOIAS,358.77
2013,RIO GRANDE DO SUL,CRUZEIRO DO SUL,158.25
2020,MINAS GERAIS,ALVINOPOLIS,2.56
2017,RIO GRANDE DO NORTE,SAO JOSE DE MIPIBU,0.03
2019,GOIAS,GOIANESIA,1608.61
2016,SAO PAULO,RIO DAS PEDRAS,500.28
2013,RIO GRANDE DO SUL,CAXIAS DO SUL,75438.1599999998
2018,RIO GRANDE DO SUL,ESTEIO,15.870000000000003
2021,PARANA,JAGUAPITA,75.00999999999999
2019,MATO GROSSO,COLIDER,192.63
2019,PARAIBA,PILOES,2.5
2020,SANTA CATARINA,LEBON REGIS,1
2016,SANTA CATARINA,MELEIRO,781.6
2021,MINAS GERAIS,TEOFILO OTONI,144.59999999999997
2020,SAO PAULO,CAJOBI,0.44
2021,GOIAS,GUARANI DE GOIAS,1
2017,MINAS GERAIS,ALFENAS,4.65
2021,CEARA,BOA VIAGEM,1.11
2019,GOIAS,CHAPADAO DO CEU,1357.64
2015,SAO PAULO,SANTA MARIA DA SERRA,0.02
2020,BAHIA,MATA DE SAO JOAO,80.50999999999999
2017,SAO PAULO,JAU,429.84
2018,MINAS GERAIS,PRUDENTE DE MORAIS,100.93000000000002
2017,CEARA,ACARAU,0.01
2015,BAHIA,GENTIO DO OURO,4.77
2013,SAO PAULO,BIRIGUI,0.4
2013,PARANA,CAMBARA,1006.5
2013,SANTA CATARINA,INDAIAL,289.80999999999995
2017,RIO GRANDE DO SUL,GAURAMA,21.04
2017,TOCANTINS,APARECIDA DO RIO NEGRO,0.01
2016,PARANA,ROLANDIA,812.5999999999999
2013,PARAIBA,BOQUEIRAO,0.5
2021,GOIAS,JARAGUA,0.1
2019,MATO GROSSO,TANGARA DA SERRA,572.99
2020,MINAS GERAIS,PITANGUI,42.94
2018,MINAS GERAIS,ESPIRITO SANTO DO DOURADO,2
2018,CEARA,ALTO SANTO,1.53
2020,MINAS GERAIS,NOVA UNIAO,0.01
2017,PARAIBA,CABEDELO,1.02
2013,SAO PAULO,CHARQUEADA,0.7
2014,SANTA CATARINA,QUILOMBO,19.9
2016,MINAS GERAIS,CONSELHEIRO LAFAIETE,117.84
2020,MINAS GERAIS,OURO PRETO,63844.48000000001
2018,MINAS GERAIS,FRANCISCO SA,900
2017,SAO PAULO,MORUNGABA,289.46000000000004
2019,RIO GRANDE DO SUL,BENTO GONCALVES,195.81
2014,BAHIA,SANTO ESTEVAO,0.48
2014,CEARA,PARAIPABA,25.01
2021,GOIAS,APARECIDA DE GOIANIA,12112.91
2013,MINAS GERAIS,ALTO RIO DOCE,0.02
2019,RIO GRANDE DO SUL,PLANALTO,0.02
2016,MINAS GERAIS,LIBERDADE,7.699999999999999
2018,PARANA,PARAISO DO NORTE,512.9
2021,SANTA CATARINA,JOINVILLE,52443.78
2015,MARANHAO,GRAJAU,3.3400000000000003
2020,SAO PAULO,PEDREGULHO,28.1
2021,ESPIRITO SANTO,IBATIBA,6.85
2021,MINAS GERAIS,TRES MARIAS,535.76
2019,MINAS GERAIS,CONSELHEIRO LAFAIETE,37.78
2013,PARAIBA,PEDRA BRANCA,0.4
2020,CEARA,MARANGUAPE,3837.1200000000003
2016,CEARA,RUSSAS,332856.8300000001
2015,PARAIBA,PEDRA LAVRADA,1.8399999999999999
2015,SANTA CATARINA,SAO BERNARDINO,3900
2013,GOIAS,EDEIA,888.01
2015,SANTA CATARINA,JACINTO MACHADO,288
2014,RIO DE JANEIRO,QUATIS,0.01
2015,RIO GRANDE DO SUL,IVOTI,0
2020,SAO PAULO,BENTO DE ABREU,198.24
2021,MINAS GERAIS,NOVA PORTEIRINHA,2.82
2015,MINAS GERAIS,PORTEIRINHA,0
2018,MINAS GERAIS,CONFINS,0.06
2013,RIO DE JANEIRO,COMENDADOR LEVY GASPARIAN,24.5
2015,SANTA CATARINA,SANGAO,218.1699999999999
2013,MATO GROSSO,COLIDER,0.49
2014,CEARA,UBAJARA,4261.6900000000005
2020,SANTA CATARINA,SAO JOSE DO CERRITO,0.1
2020,MINAS GERAIS,CAETE,0.02
2016,MINAS GERAIS,HELIODORA,1.8
2016,MINAS GERAIS,GUAXUPE,3.0399999999999996
2014,SAO PAULO,SANTO ANTONIO DE POSSE,15.09
2018,CEARA,ITAITINGA,0.01
2016,MATO GROSSO,ALTO ARAGUAIA,3009.63
2020,CEARA,TABULEIRO DO NORTE,1606.15
2021,MINAS GERAIS,JUIZ DE FORA,10918.67
2018,RIO GRANDE DO SUL,MONTENEGRO,1117.96
2020,ESPIRITO SANTO,RIO NOVO DO SUL,0.1
2019,SANTA CATARINA,DONA EMMA,60.53
2014,MATO GROSSO,BARRA DO GARCAS,35.419999999999966
2019,GOIAS,NOVA AURORA,215
2018,PARA,RONDON DO PARA,109.3
2013,PARANA,RIO NEGRO,164.92
2016,RIO GRANDE DO SUL,ARROIO DOS RATOS,3.6999999999999997
2015,RIO GRANDE DO SUL,EUGENIO DE CASTRO,0.42
2021,ESPIRITO SANTO,CASTELO,68735.3
2019,PERNAMBUCO,TACAIMBO,8
2014,SAO PAULO,PROMISSAO,2188.21
2019,MINAS GERAIS,UMBURATIBA,1.97
2018,MINAS GERAIS,CAPINOPOLIS,0.03
2015,MINAS GERAIS,NANUQUE,1.63
2014,PARANA,IBAITI,1113.1499999999999
2014,PIAUI,CASTELO DO PIAUI,0.01
2018,RIO DE JANEIRO,GUAPIMIRIM,2300.4
2013,SAO PAULO,SAO JOSE DO RIO PARDO,162.32
2013,SANTA CATARINA,RIO NEGRINHO,1115.59
2020,SAO PAULO,INDAIATUBA,22593.159999999993
2018,MINAS GERAIS,PATROCINIO,61.959999999999994
2019,MATO GROSSO,ALTO TAQUARI,1861.07
2015,RIO GRANDE DO SUL,BALNEARIO PINHAL,5.55
2016,CEARA,CAUCAIA,6025.37
2019,SANTA CATARINA,JAGUARUNA,90.47000000000001
2016,MINAS GERAIS,IJACI,1020.67
2020,SANTA CATARINA,ANTONIO CARLOS,4.08
2020,RIO GRANDE DO NORTE,JARDIM DE PIRANHAS,430.16999999999996
2021,MATO GROSSO,PONTES E LACERDA,1186.28
2013,SAO PAULO,PIRAPOZINHO,197980.81999999998
2014,RIO GRANDE DO NORTE,CURRAIS NOVOS,195.41
2018,SAO PAULO,HOLAMBRA,0.03
2018,MINAS GERAIS,CAMANDUCAIA,1.57
2017,PARANA,LARANJEIRAS DO SUL,18.3
2019,RIO DE JANEIRO,MACAE,709348947.2
2014,BAHIA,MORTUGABA,0.04
2013,MINAS GERAIS,MANTENA,0.09
2021,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,22565.77
2018,MINAS GERAIS,ITAU DE MINAS,1642.9499999999998
2021,PARANA,REBOUCAS,39.5
2021,SAO PAULO,SAO MANUEL,0.01
2021,SAO PAULO,SAO JOSE DO RIO PARDO,130.26000000000002
2020,ESPIRITO SANTO,ARACRUZ,3561.28
2020,RIO GRANDE DO SUL,SANTO AUGUSTO,2.73
2017,MINAS GERAIS,LEANDRO FERREIRA,1.9
2016,SAO PAULO,SUZANAPOLIS,340.9
2016,CEARA,MAURITI,2566.3
2021,CEARA,QUIXERAMOBIM,16245.31
2015,PARANA,MANDAGUARI,77.06
2013,MINAS GERAIS,MARIA DA FE,3
2018,SAO PAULO,SANTO ANTONIO DE POSSE,19.65
2019,MATO GROSSO DO SUL,MARACAJU,14.8
2021,MINAS GERAIS,CAMPINA VERDE,4.02
2018,PARANA,MAUA DA SERRA,284.53000000000003
2021,RIO GRANDE DO SUL,RIO PARDO,1.55
2013,MINAS GERAIS,CARMO DA MATA,23.169999999999998
2021,SANTA CATARINA,TANGARA,216.59
2018,PARA,MAE DO RIO,5
2020,TOCANTINS,SAO SEBASTIAO DO TOCANTINS,0.12
2018,GOIAS,RIO VERDE,9258414.58
2018,RIO DE JANEIRO,PARAIBA DO SUL,0.21
2016,PERNAMBUCO,MORENO,3285.9
2019,RIO GRANDE DO SUL,AUGUSTO PESTANA,0.01
2018,SANTA CATARINA,ITUPORANGA,6.32
2014,SANTA CATARINA,CAPIVARI DE BAIXO,132139.23
2013,MINAS GERAIS,CRUCILANDIA,0.01
2014,MINAS GERAIS,VARGEM ALEGRE,0.01
2015,RIO DE JANEIRO,ITAOCARA,0.13
2018,SAO PAULO,LAVINIA,13
2017,PARANA,GUAMIRANGA,0.96
2019,PARANA,RIO BRANCO DO SUL,6244.76
2018,SANTA CATARINA,LAURENTINO,3.7600000000000002
2020,ALAGOAS,SANTA LUZIA DO NORTE,67.85000000000001
2021,PARAIBA,SOBRADO,2.4
2013,SAO PAULO,DIRCE REIS,0.7
2017,SAO PAULO,CAJAMAR,909.9399999999999
2017,AMAPA,CALCOENE,623.98
2016,MINAS GERAIS,BOTELHOS,0.04
2020,RIO DE JANEIRO,SAO JOAO DA BARRA,161338.15000000002
2015,RIO GRANDE DO NORTE,ALTO DO RODRIGUES,4771.789999999999
2018,SAO PAULO,NARANDIBA,1217.31
2020,MATO GROSSO DO SUL,BONITO,155.05
2017,GOIAS,TURVELANDIA,934.65
2016,MINAS GERAIS,GOIANA,0.01
2013,RONDONIA,JI-PARANA,1842.5200000000002
2014,SANTA CATARINA,WITMARSUM,6.03
2019,MINAS GERAIS,CAREACU,0.04
2021,RIO GRANDE DO NORTE,GOIANINHA,9452.14
2017,MINAS GERAIS,FRANCISCO SA,900
2019,MINAS GERAIS,IBITIURA DE MINAS,1.2
2020,MINAS GERAIS,WENCESLAU BRAZ,0.9500000000000001
2016,MARANHAO,COLINAS,45
2018,MINAS GERAIS,SAO JOAO NEPOMUCENO,23.7
2020,BAHIA,CASTRO ALVES,40
2014,RONDONIA,MINISTRO ANDREAZZA,0
2015,SAO PAULO,JARINU,50673
2019,PARANA,PALOTINA,263.45
2018,PARANA,CASTRO,1427.1899999999998
2016,BAHIA,ITABERABA,4.15
2014,MATO GROSSO,ALTA FLORESTA,3586.24
2020,SANTA CATARINA,RIO DO CAMPO,19.27
2014,SAO PAULO,ITAPOLIS,29028.87
2018,RIO GRANDE DO SUL,ERVAL SECO,0.74
2018,BAHIA,PINDAI,0.14
2019,AMAZONAS,TABATINGA,0.05
2015,PARANA,APUCARANA,90763.04
2020,MATO GROSSO,AGUA BOA,489.04
2014,PARANA,MARIPA,0.3
2015,PERNAMBUCO,TRINDADE,169287.75999999998
2013,CEARA,MILHA,10000
2017,MINAS GERAIS,CRISTINA,1
2017,RONDONIA,ITAPUA DO OESTE,4107
2013,PARANA,PALMAS,7629.95
2013,SANTA CATARINA,GRAVATAL,0.2
2020,SAO PAULO,CONCHAS,18675.8
2017,SAO PAULO,IBITINGA,0.02
2014,MINAS GERAIS,CAETANOPOLIS,8.62
2014,RIO DE JANEIRO,MIGUEL PEREIRA,0.5
2018,PARANA,CAMBARA,1014.47
2021,PERNAMBUCO,IPUBI,1783.2700000000002
2019,MINAS GERAIS,ITAVERAVA,1.5
2021,MINAS GERAIS,FRANCISCOPOLIS,6.34
2017,RIO GRANDE DO SUL,POCO DAS ANTAS,60
2020,RIO DE JANEIRO,SAO FRANCISCO DE ITABAPOANA,80
2015,MINAS GERAIS,TUPACIGUARA,518.64
2013,MATO GROSSO,ALTA FLORESTA,252.01
2016,RONDONIA,JI-PARANA,6591.4800000000005
2020,SAO PAULO,DIADEMA,817.96
2021,RIO GRANDE DO NORTE,SANTANA DO SERIDO,1.25
2015,PARANA,MARUMBI,0.56
2016,GOIAS,SAO SIMAO,28505.97
2013,PARANA,LOANDA,0.26
2021,MINAS GERAIS,CARMO DO RIO CLARO,3.7
2020,MINAS GERAIS,RIACHO DOS MACHADOS,0.02
2018,PERNAMBUCO,PETROLINA,38.68999999999999
2017,RIO GRANDE DO SUL,MAQUINE,85.07
2018,SAO PAULO,GUARATINGUETA,786.5999999999999
2013,SANTA CATARINA,POUSO REDONDO,0.33999999999999997
2017,MATO GROSSO,ALTO ARAGUAIA,1139.94
2016,SANTA CATARINA,LEBON REGIS,1
2018,MINAS GERAIS,CONCEICAO DE IPANEMA,0.01
2019,SAO PAULO,CAJURU,2.7199999999999998
2013,GOIAS,SANTA CRUZ DE GOIAS,0.1
2013,PARANA,SANTA TEREZINHA DE ITAIPU,0.41000000000000003
2014,SAO PAULO,QUELUZ,2.5
2016,SAO PAULO,ITAPEVA,161.26000000000002
2020,GOIAS,CACHOEIRA ALTA,51.66
2019,BAHIA,SANTO AMARO,118.65
2020,SAO PAULO,APARECIDA,0.05
2018,SAO PAULO,PIRASSUNUNGA,5587.44
2013,PARA,BELEM,591055.9800000001
2016,SAO PAULO,CONCHAL,149.45
2017,SANTA CATARINA,IPORA DO OESTE,266.23999999999995
2018,SANTA CATARINA,SAO CRISTOVAO DO SUL,33601.19
2020,SAO PAULO,GUARAREMA,5680.18
2015,SAO PAULO,MATAO,10462.960000000001
2021,SANTA CATARINA,SAO BENTO DO SUL,3459.0199999999995
2019,PARA,ABAETETUBA,1.85
2014,MINAS GERAIS,CONGONHAS,1229.3
2019,ESPIRITO SANTO,PINHEIROS,1372.4
2015,RIO GRANDE DO SUL,MAMPITUBA,0.02
2020,MINAS GERAIS,MUTUM,4521.450000000002
2021,PARANA,PAULO FRONTIN,9.36
2015,CEARA,QUIXADA,0.99
2014,MINAS GERAIS,TIROS,1.75
2021,PARANA,BRAGANEY,0.4
2014,MINAS GERAIS,LAGOA SANTA,6172.76
2020,GOIAS,VICENTINOPOLIS,221.04999999999998
2019,MATO GROSSO,PRIMAVERA DO LESTE,217.6
2014,SAO PAULO,ITABERA,0.16
2016,PERNAMBUCO,PETROLINA,26047.170000000002
2020,RIO GRANDE DO SUL,PICADA CAFE,7.05
2018,SANTA CATARINA,TANGARA,562.88
2020,SAO PAULO,CACONDE,15
2019,CEARA,SOBRAL,17578.379999999994
2017,RONDONIA,MIRANTE DA SERRA,0.7
2021,BAHIA,DIAS D'AVILA,5607.849999999999
2021,SAO PAULO,GAVIAO PEIXOTO,1.52
2015,MINAS GERAIS,UBERABA,3313.65
2019,SAO PAULO,BADY BASSITT,0.04
2018,RIO GRANDE DO SUL,TUCUNDUVA,11.809999999999999
2014,SAO PAULO,OLIMPIA,3271.72
2014,SAO PAULO,BOM JESUS DOS PERDOES,0.01
2017,MINAS GERAIS,PIRACEMA,131.19
2018,RIO GRANDE DO SUL,TERRA DE AREIA,0.01
2019,MINAS GERAIS,CARBONITA,111782
2013,RIO GRANDE DO SUL,MORRO REDONDO,5.11
2021,MATO GROSSO DO SUL,CORUMBA,675.82
2019,PARANA,ARAPONGAS,84.43
2020,SAO PAULO,ILHA SOLTEIRA,1
2020,MINAS GERAIS,MUNHOZ,1.46
2018,MINAS GERAIS,RESSAQUINHA,21.42
2016,RIO GRANDE DO SUL,CACHOEIRA DO SUL,503.92
2017,RIO DE JANEIRO,RIO DE JANEIRO,359381.48000000016
2021,ESPIRITO SANTO,AFONSO CLAUDIO,7.46
2013,MATO GROSSO,CACERES,5.39
2014,MINAS GERAIS,PRATINHA,0.01
2018,RIO GRANDE DO NORTE,GUAMARE,2315.6499999999996
2019,SAO PAULO,IBIRAREMA,1
2020,RIO GRANDE DO NORTE,SANTANA DO SERIDO,2.4
2020,PARANA,QUATIGUA,45.839999999999996
2021,SAO PAULO,PATROCINIO PAULISTA,648.9700000000001
2020,RIO GRANDE DO SUL,SANTIAGO,13.639999999999999
2016,MINAS GERAIS,CACHOEIRA DE PAJEU,0
2017,MARANHAO,VILA NOVA DOS MARTIRIOS,440
2013,PERNAMBUCO,SANTA MARIA DA BOA VISTA,1.44
2013,MINAS GERAIS,SANTANA DO PARAISO,10001
2018,BAHIA,GOVERNADOR MANGABEIRA,8.61
2017,MATO GROSSO DO SUL,ELDORADO,17.65
2016,PERNAMBUCO,CAMARAGIBE,0.3
2016,SAO PAULO,MOGI GUACU,6584.47
2020,SAO PAULO,MIRASSOL,57.72999999999999
2018,MINAS GERAIS,AGUANIL,1
2016,RIO GRANDE DO SUL,PUTINGA,2.4
2021,GOIAS,PALMEIRAS DE GOIAS,900.05
2019,ALAGOAS,LAGOA DA CANOA,76.75
2017,MINAS GERAIS,ABRE CAMPO,3
2013,ESPIRITO SANTO,BOA ESPERANCA,0.1
2017,RIO GRANDE DO SUL,SERIO,2.5
2021,GOIAS,GOIANIA,401.9
2020,PARANA,CAMPINA GRANDE DO SUL,54.81
2016,MINAS GERAIS,TRES CORACOES,1744.91
2021,GOIAS,JATAI,3413.9
2019,PARANA,PEABIRU,2
2021,BAHIA,SAO DESIDERIO,0.060000000000000005
2015,SAO PAULO,AMERICANA,495.28999999999996
2018,SANTA CATARINA,POUSO REDONDO,179.66999999999996
2021,ESPIRITO SANTO,ALFREDO CHAVES,25.270000000000003
2015,RIO GRANDE DO SUL,CIRIACO,0.01
2022,MINAS GERAIS,MONTE CARMELO,0.35
2015,PERNAMBUCO,JABOATAO DOS GUARARAPES,9.069999999999999
2015,GOIAS,SENADOR CANEDO,626.0100000000001
2015,TOCANTINS,PINDORAMA DO TOCANTINS,0.5800000000000001
2020,PARAIBA,BAYEUX,35.15
2019,PARANA,SANTA ISABEL DO IVAI,7.71
2017,MINAS GERAIS,PRUDENTE DE MORAIS,199.38000000000002
2021,SAO PAULO,JUMIRIM,71.42
2020,GOIAS,SAO LUIS DE MONTES BELOS,20.91
2021,PARANA,GUARANIACU,3.12
2017,SERGIPE,TOMAR DO GERU,0.1
2020,MINAS GERAIS,ITACARAMBI,55.4
2015,RIO GRANDE DO SUL,CRUZ ALTA,25.06
2017,SANTA CATARINA,GUARAMIRIM,224.51
2016,TOCANTINS,DOIS IRMAOS DO TOCANTINS,127.11
2015,SAO PAULO,TREMEMBE,7.65
2015,SANTA CATARINA,PAPANDUVA,9.77
2013,SAO PAULO,BATATAIS,57.160000000000004
2015,BAHIA,FEIRA DE SANTANA,767464.6200000003
2021,MINAS GERAIS,CONCEICAO DO MATO DENTRO,2350.2
2013,RIO GRANDE DO SUL,CIRIACO,0.01
2018,BAHIA,ITAMBE,0.5
2018,MINAS GERAIS,CRUZILIA,117.45
2014,RIO DE JANEIRO,COMENDADOR LEVY GASPARIAN,13.02
2014,TOCANTINS,GURUPI,7485.31
2014,PARANA,CEU AZUL,0.61
2016,SANTA CATARINA,GUARAMIRIM,1638.49
2015,MINAS GERAIS,ITURAMA,2045.49
2018,MATO GROSSO DO SUL,CHAPADAO DO SUL,527.59
2019,PARAIBA,ALAGOA GRANDE,0.17
2013,SAO PAULO,ITAQUAQUECETUBA,50344.07000000001
2018,MINAS GERAIS,SERRA DOS AIMORES,62.3
2021,SAO PAULO,LUTECIA,90
2020,SANTA CATARINA,CHAPECO,2152.25
2020,PARANA,RIBEIRAO DO PINHAL,3061.48
2017,PARANA,CANDOI,17
2016,RIO DE JANEIRO,VOLTA REDONDA,7121.76
2016,SAO PAULO,SANTA ALBERTINA,767.23
2022,SAO PAULO,JAGUARIUNA,0
2015,GOIAS,CALDAS NOVAS,0.1
2018,CEARA,NOVA OLINDA,49.26
2019,RIO GRANDE DO SUL,VACARIA,368.97999999999996
2015,PERNAMBUCO,SERRA TALHADA,31.27
2019,SAO PAULO,GUAIRA,2969.38
2016,RIO GRANDE DO NORTE,BREJINHO,0.83
2017,CEARA,MORADA NOVA,800.5899999999999
2015,SAO PAULO,ITAPOLIS,72.77
2019,SERGIPE,SIMAO DIAS,138.74
2019,MATO GROSSO,CACERES,1.5
2017,SAO PAULO,SAO MANUEL,14.74
2021,RIO GRANDE DO SUL,CAPIVARI DO SUL,462
2015,SANTA CATARINA,ATALANTA,12.440000000000001
2021,SAO PAULO,ITUPEVA,234.24
2020,SAO PAULO,ARIRANHA,2371.6499999999996
2015,MINAS GERAIS,GOUVEIA,101
2017,PARANA,PEROBAL,0.28
2021,SAO PAULO,LAVINIA,12
2020,SAO PAULO,COLOMBIA,650.51
2020,MINAS GERAIS,CAMPANARIO,0
2017,SAO PAULO,ITANHAEM,10
2018,ALAGOAS,ARAPIRACA,0.44000000000000006
2017,BAHIA,ALAGOINHAS,252.07999999999998
2017,ESPIRITO SANTO,VILA VELHA,202.64
2020,MINAS GERAIS,SANTOS DUMONT,139550.86000000002
2019,MINAS GERAIS,VIRGEM DA LAPA,0
2020,TOCANTINS,ARAGUACEMA,3.3000000000000003
2019,RIO DE JANEIRO,BOM JESUS DO ITABAPOANA,55
2021,SAO PAULO,LEME,2334.8900000000003
2019,CEARA,ACARAU,0.02
2018,SANTA CATARINA,BRUSQUE,497.42999999999995
2017,SANTA CATARINA,URUSSANGA,130.14
2016,TOCANTINS,TUPIRAMA,0.11
2014,SANTA CATARINA,PONTE SERRADA,145.01
2016,PARA,SANTANA DO ARAGUAIA,28.32
2017,PARA,ORIXIMINA,1063.5
2016,BAHIA,SAO DESIDERIO,13100.01
2013,SAO PAULO,MORRO AGUDO,21052.69
2013,SAO PAULO,ITATIBA,16.87
2015,MATO GROSSO DO SUL,BANDEIRANTES,0
2021,PERNAMBUCO,RIACHO DAS ALMAS,0
2020,SAO PAULO,HERCULANDIA,1.9200000000000002
2019,RIO GRANDE DO SUL,BOM JESUS,8.92
2019,CEARA,IPAUMIRIM,1374.9700000000003
2019,RIO DE JANEIRO,TRES RIOS,75.75999999999999
2017,SERGIPE,ITABAIANINHA,43.18
2021,TOCANTINS,BURITI DO TOCANTINS,1.94
2016,BAHIA,PALMAS DE MONTE ALTO,0.04
2021,PARAIBA,SAO JOAO DO RIO DO PEIXE,0.55
2018,MINAS GERAIS,JANUARIA,2100
2020,PARANA,CORONEL VIVIDA,23.47
2020,PARANA,COLOMBO,322.06999999999994
2017,MATO GROSSO DO SUL,APARECIDA DO TABOADO,2688.16
2014,ESPIRITO SANTO,DOMINGOS MARTINS,237.41
2019,MINAS GERAIS,SAO ROQUE DE MINAS,0.01
2014,SAO PAULO,TREMEMBE,7.65
2014,SANTA CATARINA,VARGEAO,9156
2021,MINAS GERAIS,PIRANGUINHO,35.49
2019,PERNAMBUCO,BUIQUE,1.4
2019,MARANHAO,SAO JOSE DE RIBAMAR,1728
2019,RIO GRANDE DO SUL,TRAMANDAI,0.01
2016,SANTA CATARINA,BLUMENAU,55854.50000000001
2014,PARANA,IBIPORA,12.48
2016,PARA,BELEM,62431.63999999999
2018,RIO GRANDE DO SUL,BAGE,157.49
2017,SAO PAULO,POTIM,506.18
2013,MINAS GERAIS,SILVIANOPOLIS,76.87
2015,MINAS GERAIS,LAGAMAR,1643.3
2017,SAO PAULO,BORA,362.63
2015,SERGIPE,PACATUBA,937
2018,RIO GRANDE DO SUL,NOVA BRESCIA,7.21
2018,PARAIBA,MONTEIRO,0.01
2018,PARA,BENEVIDES,1248.83
2019,PARANA,JANDAIA DO SUL,551.36
2015,PERNAMBUCO,PESQUEIRA,0
2017,SANTA CATARINA,ASCURRA,6.700000000000001
2015,MINAS GERAIS,SAO JOSE DA VARGINHA,1
2016,RIO GRANDE DO SUL,CAMARGO,0.73
2014,MATO GROSSO,PONTES E LACERDA,158.01999999999998
2013,SAO PAULO,PIRAPORA DO BOM JESUS,69.02000000000001
2019,SAO PAULO,MENDONCA,324.82
