referencia,ano,mes,ano_mes,cana_de_acucar_preco_tonelada,cana_de_acucar_referencia,arroz_tipo_1_30kg,arroz_tipo_2_30kg,arroz_referencia,cafe_em_coco_preco_kg,cafe_referencia,feijao_preco_30kg,feijao_preto_preco_30kg,feijao_referencia,milho_preco_60kg,milho_referencia,soja_farelo_preco_tonelada,soja_farelo_referencia,carne_bovina_dianteira_kg,carne_bovina_traseira_kg,carne_bovina_referencia,carne_suina_carcaca_kg,carne_suina_lombo_kg,carne_suina_paleta_kg,carne_suina_pernil_kg,carne_suina_referencia,frango_kg,frango_referencia,leite_litro,leite_referencia,trigo_60kg,trigo_referencia,oleo_de_soja_20_latas,oleo_de_soja_referencia,ovos_extra_tipo_1_30_duzias,ovos_grandes_tipo_2_30_duzias,ovos_medios_tipo_3_30_duzias,ovos_pequenos_tipo_4_30_duzias,ovos_referencia,consolidado_ano
1996-12,1996,12,199612,15.64,agricultor,18.99,18.63,atacado,0.24,produtor,27.43,20.7,atacado,7.79,atacado,308.25,atacado,1.17,2.17,atacado,1.66,3.67,1.87,3.06,atacado,1.29,atacado,0.24,atacado,8.26,atacado,15.34,atacado,21.59,19.86,17.84,15.75,atacado,true
1997-01,1997,01,199701,15.5,agricultor,19.35,19.6,atacado,0.23,produtor,22.05,20.43,atacado,7.34,atacado,308.93,atacado,1.16,2.18,atacado,1.59,3.65,1.99,3.01,atacado,1.24,atacado,0.23,atacado,8.23,atacado,15.17,atacado,20.89,19.28,17.1,12.61,atacado,false
1997-02,1997,02,199702,15.56,agricultor,19.17,19.45,atacado,0.23,produtor,19.35,21.06,atacado,7.02,atacado,306.89,atacado,1.15,2.2,atacado,1.83,3.7,2.37,2.88,atacado,1.21,atacado,0.23,atacado,8.35,atacado,15.49,atacado,21.86,20.57,18.95,18.69,atacado,false
1997-03,1997,03,199703,15.37,agricultor,18.86,18.8,atacado,0.23,produtor,20.34,23.1,atacado,6.9,atacado,311.31,atacado,1.18,2.27,atacado,2.33,3.84,2.69,3.28,atacado,1.08,atacado,0.23,atacado,8.53,atacado,15.73,atacado,23.48,22.02,20.45,17.7,atacado,false
1997-04,1997,04,199704,15.37,agricultor,18.35,19.09,atacado,0.25,produtor,22.19,24.42,atacado,7.08,atacado,324.45,atacado,1.26,2.24,atacado,2.58,4.28,2.57,3.58,atacado,1.12,atacado,0.25,atacado,9.57,atacado,15.56,atacado,23.03,21.4,19.53,17.5,atacado,false
1997-05,1997,05,199705,15.53,agricultor,17.77,18.25,atacado,0.25,produtor,24.5,25.84,atacado,7.27,atacado,319.18,atacado,1.22,2.2,atacado,2.54,4.37,2.49,3.64,atacado,1.07,atacado,0.25,atacado,10.68,atacado,15.65,atacado,21.9,20.04,18.32,16.82,atacado,false
1997-06,1997,06,199706,16.56,agricultor,18.17,18.74,atacado,0.26,produtor,23.12,26.41,atacado,7.16,atacado,312.42,atacado,1.24,2.23,atacado,2.35,4.36,2.51,3.68,atacado,1.06,atacado,0.26,atacado,10.32,atacado,15.75,atacado,23.66,21.87,20.31,19.09,atacado,false
1997-07,1997,07,199707,16.77,agricultor,18.28,18.08,atacado,0.26,produtor,21.51,25.99,atacado,7.15,atacado,293.03,atacado,1.3,2.25,atacado,2.36,4.34,2.55,3.68,atacado,1.11,atacado,0.26,atacado,9.76,atacado,15.77,atacado,23.79,21.89,20.45,19.41,atacado,false
1997-08,1997,08,199708,16.76,agricultor,18.63,18.31,atacado,0.26,produtor,19.1,25.67,atacado,7.13,atacado,305.19,atacado,1.3,2.2,atacado,2.35,4.31,2.5,3.68,atacado,1.12,atacado,0.26,atacado,9.41,atacado,15.78,atacado,23.31,21.66,20.28,17.67,atacado,false
1997-09,1997,09,199709,16.78,agricultor,19.63,18.62,atacado,0.24,produtor,18.15,27.44,atacado,7.12,atacado,319.74,atacado,1.26,2.21,atacado,2.22,3.42,2.35,2.74,atacado,1.14,atacado,0.24,atacado,9.25,atacado,16.2,atacado,21.51,20.21,18.95,16.32,atacado,false
1997-10,1997,10,199710,16.77,agricultor,20.74,20.24,atacado,0.23,produtor,17.7,30.23,atacado,7.58,atacado,332.4,atacado,1.31,2.26,atacado,2.2,3.51,2.25,2.95,atacado,1.14,atacado,0.23,atacado,9.39,atacado,17.11,atacado,21.18,19.86,18.54,16.01,atacado,false
1997-11,1997,11,199711,16.81,agricultor,21.96,21.35,atacado,0.22,produtor,17.53,32.85,atacado,7.68,atacado,331.05,atacado,1.34,2.26,atacado,2.4,4.43,2.31,3.33,atacado,1.14,atacado,0.22,atacado,9.4,atacado,18.01,atacado,19.79,18.42,17.23,14.55,atacado,false
1997-12,1997,12,199712,16.79,agricultor,22.4,22.21,atacado,0.21,produtor,16.01,33.96,atacado,7.93,atacado,325.69,atacado,1.33,2.25,atacado,2.28,4.23,2.37,3.2,atacado,1.13,atacado,0.21,atacado,9.05,atacado,20.18,atacado,20.54,19.23,18.08,16.02,atacado,true
1998-01,1998,01,199801,16.78,agricultor,22.94,20.31,atacado,0.2,produtor,18.37,34.22,atacado,8.25,atacado,325.65,atacado,1.34,2.31,atacado,2.4,4.44,2.34,3.36,atacado,1.13,atacado,0.2,atacado,8.88,atacado,21.96,atacado,19.18,18.63,17.06,13.79,atacado,false
1998-02,1998,02,199802,16.86,agricultor,22.25,20.4,atacado,0.2,produtor,23.73,35.92,atacado,8.15,atacado,270.23,atacado,1.34,2.27,atacado,2.26,4.42,2.35,3.27,atacado,1.17,atacado,0.2,atacado,8.87,atacado,21.87,atacado,18.81,17.84,16.49,13.33,atacado,false
1998-03,1998,03,199803,16.83,agricultor,21.46,22.61,atacado,0.2,produtor,26.19,36.65,atacado,7.91,atacado,222.27,atacado,1.32,2.26,atacado,2.22,4.17,2.39,3.05,atacado,1.19,atacado,0.2,atacado,9.05,atacado,21.13,atacado,21.82,20.75,19.42,17.56,atacado,false
1998-04,1998,04,199804,16.75,agricultor,21.18,22.58,atacado,0.22,produtor,31.45,36.7,atacado,8.11,atacado,197.28,atacado,1.33,2.27,atacado,2.19,4.34,2.37,3.13,atacado,1.26,atacado,0.22,atacado,9.16,atacado,21.06,atacado,23.25,21.83,20.15,17.15,atacado,false
1998-05,1998,05,199805,16.74,agricultor,23.21,21.66,atacado,0.24,produtor,51.67,43.09,atacado,8.48,atacado,193.74,atacado,1.33,2.25,atacado,2.13,4.34,2.47,3.21,atacado,1.22,atacado,0.24,atacado,9.29,atacado,20.58,atacado,22.76,21.47,20.24,16.98,atacado,false
1998-06,1998,06,199806,16.76,agricultor,25.21,26.1,atacado,0.25,produtor,60.89,46.25,atacado,8.25,atacado,208.64,atacado,1.39,2.23,atacado,2.26,4.29,2.52,3.31,atacado,1.16,atacado,0.25,atacado,9.41,atacado,21.21,atacado,23.26,21.96,20.38,17.01,atacado,false
1998-07,1998,07,199807,16.67,agricultor,25.14,25.89,atacado,0.26,produtor,43.82,41.03,atacado,8.11,atacado,201.32,atacado,1.42,2.24,atacado,2.14,4.24,2.58,2.62,atacado,1.17,atacado,0.26,atacado,9.41,atacado,20.62,atacado,22.47,21.29,19.84,17.64,atacado,false
1998-08,1998,08,199808,16.36,agricultor,25.43,25.07,atacado,0.26,produtor,41.17,40.21,atacado,7.99,atacado,188.79,atacado,1.43,2.26,atacado,1.9,4.05,2.28,2.63,atacado,1.16,atacado,0.26,atacado,9.28,atacado,19.54,atacado,20.67,19.68,18.36,16.34,atacado,false
1998-09,1998,09,199809,16.42,agricultor,26.92,25.81,atacado,0.25,produtor,38.72,39.17,atacado,8.03,atacado,184.32,atacado,1.44,2.33,atacado,1.98,3.77,2.19,2.51,atacado,1.15,atacado,0.25,atacado,9.1,atacado,20.26,atacado,19.52,18.53,17,14.64,atacado,false
1998-10,1998,10,199810,16.49,agricultor,27.12,26.67,atacado,0.24,produtor,44.86,38.78,atacado,8.09,atacado,188.93,atacado,1.4,2.32,atacado,1.88,3.68,2.14,2.39,atacado,1.14,atacado,0.24,atacado,9.02,atacado,20.18,atacado,19.08,18.32,16.95,14.52,atacado,false
1998-11,1998,11,199811,16.67,agricultor,26.87,26.5,atacado,0.22,produtor,35.12,36.59,atacado,8.23,atacado,196.86,atacado,1.43,2.34,atacado,1.77,3.91,2.07,2.56,atacado,1.15,atacado,0.22,atacado,8.83,atacado,20.34,atacado,18.85,17.96,16.55,15.22,atacado,false
1998-12,1998,12,199812,16.18,agricultor,26.28,25.99,atacado,0.21,produtor,34.74,35.19,atacado,8.9,atacado,201.37,atacado,1.44,2.37,atacado,1.98,4.05,2.06,2.82,atacado,1.16,atacado,0.21,atacado,9.03,atacado,19.86,atacado,18.22,17.23,15.94,12.22,atacado,true
1999-01,1999,01,199901,16.54,agricultor,26.62,25.46,atacado,0.21,produtor,37.37,33.65,atacado,9.22,atacado,212.69,atacado,1.46,2.4,atacado,1.95,4.1,2.13,2.86,atacado,1.16,atacado,0.21,atacado,9.11,atacado,20.13,atacado,17.76,16.71,15.37,12.06,atacado,false
1999-02,1999,02,199902,16.42,agricultor,27.84,26.14,atacado,0.21,produtor,30.1,29.74,atacado,9.4,atacado,290.41,atacado,1.6,2.51,atacado,2.11,4.47,2.21,3.06,atacado,1.16,atacado,0.21,atacado,10.12,atacado,23.48,atacado,18.62,17.49,16.1,12.41,atacado,false
1999-03,1999,03,199903,16.51,agricultor,26.06,25.94,atacado,0.22,produtor,28.78,26.33,atacado,9.38,atacado,284.44,atacado,1.63,2.5,atacado,2.13,4.2,2.31,2.94,atacado,1.17,atacado,0.22,atacado,11.32,atacado,22.72,atacado,20.74,19.56,18.11,15.48,atacado,false
1999-04,1999,04,199904,15.87,agricultor,23.86,24.26,atacado,0.24,produtor,24.83,23.99,atacado,9.28,atacado,255.64,atacado,1.55,2.44,atacado,2.14,3.77,2.37,2.79,atacado,1.13,atacado,0.24,atacado,12.14,atacado,20.42,atacado,19.43,18.27,16.93,14.09,atacado,false
1999-05,1999,05,199905,14.69,agricultor,22.93,23.45,atacado,0.24,produtor,22.74,23.23,atacado,9.29,atacado,227.63,atacado,1.48,2.35,atacado,2.16,4.12,2.39,2.62,atacado,1.18,atacado,0.24,atacado,12.34,atacado,20.74,atacado,19.38,18.29,17.03,14.17,atacado,false
1999-06,1999,06,199906,14.12,agricultor,21.82,22.71,atacado,0.25,produtor,19.86,21.87,atacado,9.2,atacado,236.22,atacado,1.49,2.32,atacado,2.01,4.46,2.34,2.62,atacado,1.2,atacado,0.25,atacado,12.38,atacado,20.21,atacado,21.86,20.83,19.6,16.75,atacado,false
1999-07,1999,07,199907,13.31,agricultor,21.54,22.45,atacado,0.26,produtor,18.21,20.52,atacado,9.09,atacado,253.97,atacado,1.57,2.47,atacado,2.26,4.2,2.14,2.45,atacado,1.15,atacado,0.26,atacado,12.47,atacado,19.86,atacado,20.77,19.74,18.41,15.77,atacado,false
1999-08,1999,08,199908,12.57,agricultor,21.48,22.27,atacado,0.26,produtor,19.78,20.87,atacado,9.11,atacado,280.71,atacado,1.61,2.51,atacado,2.35,4.37,2.14,2.26,atacado,1.13,atacado,0.26,atacado,12.34,atacado,19.95,atacado,20.35,19.35,17.99,15.25,atacado,false
1999-09,1999,09,199909,12.13,agricultor,21.42,19.45,atacado,0.26,produtor,31.05,25.29,atacado,9.67,atacado,323.05,atacado,1.67,2.62,atacado,2.82,4.34,2.05,2.63,atacado,1.15,atacado,0.26,atacado,12.97,atacado,21.14,atacado,19.78,19.12,17.34,14.15,atacado,false
1999-10,1999,10,199910,12.43,agricultor,21.41,18.38,atacado,0.26,produtor,29.39,25.4,atacado,11.13,atacado,342.86,atacado,1.91,2.81,atacado,2.81,4.48,2.15,2.96,atacado,1.2,atacado,0.26,atacado,11.87,atacado,20.86,atacado,19.26,18.19,16.91,14.72,atacado,false
1999-11,1999,11,199911,12.53,agricultor,21.89,23.09,atacado,0.26,produtor,27.18,24.9,atacado,13.31,atacado,348.29,atacado,2.04,2.95,atacado,2.52,4.92,2.32,3.73,atacado,1.37,atacado,0.26,atacado,11.99,atacado,20.89,atacado,21.2,20.15,18.55,15.22,atacado,false
1999-12,1999,12,199912,12.86,agricultor,21.47,22.36,atacado,0.27,produtor,28,22.6,atacado,13.6,atacado,333.51,atacado,1.99,2.99,atacado,2.95,5.59,2.53,3.82,atacado,1.5,atacado,0.27,atacado,11.83,atacado,20.44,atacado,22.87,21.81,20.27,17.15,atacado,true
2000-01,2000,01,200001,13.44,agricultor,21.56,21.22,atacado,0.27,produtor,23.77,21.01,atacado,13.74,atacado,334.23,atacado,2.05,3.12,atacado,2.76,5.32,2.6,3.55,atacado,1.45,atacado,0.27,atacado,11.6,atacado,20.15,atacado,21.47,20.18,19.06,17.26,atacado,false
2000-02,2000,02,200002,13.89,agricultor,21.22,21.31,atacado,0.28,produtor,18.75,18.91,atacado,12.98,atacado,334.82,atacado,2.05,3.12,atacado,2.93,4.28,2.57,2.96,atacado,1.3,atacado,0.28,atacado,12.05,atacado,20,atacado,23.12,22.5,20.58,17.79,atacado,false
2000-03,2000,03,200003,13.52,agricultor,20.58,21.56,atacado,0.27,produtor,17.1,18.45,atacado,12.08,atacado,325.23,atacado,1.93,2.92,atacado,2.83,4.65,2.41,2.78,atacado,1.17,atacado,0.27,atacado,12.29,atacado,19.13,atacado,23.78,22.93,21.48,17.41,atacado,false
2000-04,2000,04,200004,14.19,agricultor,19.64,20.6,atacado,0.29,produtor,17.36,17.96,atacado,11.78,atacado,321.01,atacado,1.92,2.89,atacado,2.68,4.93,2.36,2.55,atacado,1.1,atacado,0.29,atacado,12.65,atacado,18.26,atacado,23.94,22.79,21,16.95,atacado,false
2000-05,2000,05,200005,15.1,agricultor,19.01,19.95,atacado,0.29,produtor,21.44,19.49,atacado,12.29,atacado,341.1,atacado,1.79,2.74,atacado,2.42,4.49,2.32,2.51,atacado,1.11,atacado,0.29,atacado,13.21,atacado,18.6,atacado,22.46,22.35,20.33,15.24,atacado,false
2000-06,2000,06,200006,14.82,agricultor,19.22,19.34,atacado,0.3,produtor,22.22,20.18,atacado,11.89,atacado,333.83,atacado,1.83,2.79,atacado,2.21,4.74,2.36,2.87,atacado,1.18,atacado,0.3,atacado,13.95,atacado,18.09,atacado,23.47,22.44,20.62,15.96,atacado,false
2000-07,2000,07,200007,14.91,agricultor,19.7,17.4,atacado,0.32,produtor,22.86,19.8,atacado,12.11,atacado,330.45,atacado,1.9,2.85,atacado,2.14,4.77,2.39,2.94,atacado,1.25,atacado,0.32,atacado,14.24,atacado,18.22,atacado,23.31,22.21,20.46,17.96,atacado,false
2000-08,2000,08,200008,16.78,agricultor,19.41,19.48,atacado,0.35,produtor,27.12,21.08,atacado,13.4,atacado,325.07,atacado,2,2.98,atacado,2.25,5.36,2.41,3.16,atacado,1.51,atacado,0.35,atacado,14.54,atacado,17.65,atacado,25.06,24.05,22.04,18.75,atacado,false
2000-09,2000,09,200009,18.31,agricultor,19.25,19.39,atacado,0.36,produtor,26.96,21.02,atacado,13.05,atacado,348.8,atacado,2.07,3.03,atacado,2.44,5.51,2.4,3.16,atacado,1.56,atacado,0.36,atacado,14.69,atacado,17.3,atacado,24.47,23.43,21.41,17.79,atacado,false
2000-10,2000,10,200010,18.94,agricultor,18.99,18.74,atacado,0.34,produtor,26.51,20.35,atacado,12.79,atacado,356.16,atacado,2.14,3.05,atacado,2.46,5.49,2.41,3.15,atacado,1.52,atacado,0.34,atacado,13.84,atacado,17.18,atacado,24.1,23.1,21.36,17.05,atacado,false
2000-11,2000,11,200011,18.89,agricultor,18.55,19.71,atacado,0.31,produtor,25.22,20.16,atacado,11.98,atacado,375.67,atacado,2.08,3.07,atacado,2.44,5.52,2.46,3.14,atacado,1.59,atacado,0.31,atacado,13.39,atacado,17.14,atacado,23.31,22.4,20.74,18.04,atacado,false
2000-12,2000,12,200012,18.34,agricultor,18.91,19.1,atacado,0.28,produtor,23.84,19.08,atacado,10.3,atacado,434.03,atacado,2.07,3.05,atacado,2.46,5.56,2.6,3.14,atacado,1.69,atacado,0.28,atacado,13.18,atacado,17.93,atacado,23.73,22.68,20.96,17.43,atacado,true
2001-01,2001,01,200101,18.91,agricultor,19.82,19.3,atacado,0.26,produtor,25.89,21.83,atacado,9.19,atacado,421.21,atacado,2.05,3.04,atacado,2.46,5.57,2.52,3.14,atacado,1.68,atacado,0.26,atacado,13.36,atacado,18.46,atacado,22.22,21.17,19.19,14.47,atacado,false
2001-02,2001,02,200102,19.11,agricultor,20.48,21.55,atacado,0.25,produtor,29.83,24.31,atacado,8.39,atacado,391.82,atacado,1.99,3,atacado,2.43,5.56,2.35,3.12,atacado,1.59,atacado,0.25,atacado,13.69,atacado,18.03,atacado,23.25,22.2,20.44,17.12,atacado,false
2001-03,2001,03,200103,18.81,agricultor,20.57,20.91,atacado,0.26,produtor,33.5,26.85,atacado,8,atacado,377.35,atacado,2.01,3.04,atacado,2.43,5.52,2.49,3.07,atacado,1.52,atacado,0.26,atacado,14.1,atacado,18.44,atacado,25.83,24.81,23.05,19.77,atacado,false
2001-04,2001,04,200104,18.8,agricultor,20.19,20.49,atacado,0.29,produtor,35.27,28.68,atacado,8.06,atacado,369.64,atacado,2.09,3.14,atacado,2.63,5.36,2.59,2.88,atacado,1.55,atacado,0.29,atacado,14.54,atacado,19.39,atacado,27.38,26.34,24.7,21.92,atacado,false
2001-05,2001,05,200105,18.82,agricultor,20.64,21.73,atacado,0.31,produtor,34.68,31.97,atacado,8.29,atacado,382.51,atacado,2.11,3.1,atacado,2.78,5.3,2.58,3.27,atacado,1.48,atacado,0.31,atacado,14.98,atacado,19.35,atacado,25.19,24.12,22.48,19.2,atacado,false
2001-06,2001,06,200106,18.94,agricultor,22.27,23.34,atacado,0.32,produtor,35.6,40.63,atacado,8.96,atacado,432.39,atacado,2.04,3.05,atacado,2.69,5.58,2.64,3.58,atacado,1.46,atacado,0.32,atacado,16.01,atacado,19.46,atacado,26.33,25.51,23.56,20.29,atacado,false
2001-07,2001,07,200107,20.28,agricultor,22.43,23.42,atacado,0.34,produtor,34.55,43.75,atacado,9.8,atacado,468.19,atacado,2.22,3.19,atacado,2.71,5.62,2.66,3.36,atacado,1.64,atacado,0.34,atacado,16.45,atacado,22.33,atacado,28.58,27.46,25.73,22.35,atacado,false
2001-08,2001,08,200108,20.98,agricultor,22.66,25.24,atacado,0.32,produtor,37.31,52.27,atacado,10.69,atacado,484.9,atacado,2.18,3.13,atacado,2.74,5.75,2.62,3,atacado,1.57,atacado,0.32,atacado,16.3,atacado,25.77,atacado,27.65,26.63,24.83,21.3,atacado,false
2001-09,2001,09,200109,22.04,agricultor,24.36,26.19,atacado,0.27,produtor,38.12,57.47,atacado,11.14,atacado,489.16,atacado,2.13,3.14,atacado,2.67,5.35,2.54,2.85,atacado,1.54,atacado,0.27,atacado,16.02,atacado,26.15,atacado,23.19,22.21,20.28,16.25,atacado,false
2001-10,2001,10,200110,22.18,agricultor,27.11,30.43,atacado,0.24,produtor,42.92,61.08,atacado,11.32,atacado,529.63,atacado,2.22,3.34,atacado,2.7,5.44,2.56,3.04,atacado,1.6,atacado,0.24,atacado,15.73,atacado,25.73,atacado,22.01,20.86,18.99,15.23,atacado,false
2001-11,2001,11,200111,21.27,agricultor,27.41,30.45,atacado,0.25,produtor,34.48,57.2,atacado,11.63,atacado,523.8,atacado,2.24,3.43,atacado,2.8,6.35,2.74,3.64,atacado,1.62,atacado,0.25,atacado,16.24,atacado,25.2,atacado,20.54,19.63,17.52,13.13,atacado,false
2001-12,2001,12,200112,22.45,agricultor,27.26,28.97,atacado,0.25,produtor,29.36,49.95,atacado,11.78,atacado,496.42,atacado,2.28,3.48,atacado,2.8,6.46,2.77,3.67,atacado,1.67,atacado,0.25,atacado,16.21,atacado,24.64,atacado,21.97,20.85,18.94,15.91,atacado,true
2002-01,2002,01,200201,22.53,agricultor,26.61,29.88,atacado,0.23,produtor,30.86,45.4,atacado,11.87,atacado,499.76,atacado,2.26,3.49,atacado,2.8,6.56,2.74,3.75,atacado,1.75,atacado,0.23,atacado,16.73,atacado,24.56,atacado,21.84,20.84,18.75,15.38,atacado,false
2002-02,2002,02,200202,22.5,agricultor,25.33,29.03,atacado,0.23,produtor,32.66,41.56,atacado,12.2,atacado,483.79,atacado,2.25,3.44,atacado,2.68,6.23,2.59,3.47,atacado,1.6,atacado,0.23,atacado,17.12,atacado,24,atacado,25.25,24.16,22.04,19.31,atacado,false
2002-03,2002,03,200203,22.25,agricultor,24.46,26.67,atacado,0.25,produtor,33.26,41.85,atacado,12.47,atacado,422.94,atacado,2.29,3.5,atacado,2.74,6.24,2.53,3.5,atacado,1.63,atacado,0.25,atacado,17.18,atacado,23.46,atacado,27.31,26.06,24.03,20.61,atacado,false
2002-04,2002,04,200204,21.98,agricultor,24.32,25.49,atacado,0.28,produtor,34.77,40.06,atacado,12.9,atacado,414.68,atacado,2.24,3.34,atacado,2.58,6.08,2.42,3.08,atacado,1.58,atacado,0.28,atacado,17.15,atacado,22.8,atacado,23.17,21.99,19.88,15.64,atacado,false
2002-05,2002,05,200205,20.51,agricultor,24.15,26.36,atacado,0.3,produtor,35.24,38.22,atacado,14.06,atacado,407.96,atacado,2.14,3.23,atacado,2.51,6.07,2.33,3.11,atacado,1.6,atacado,0.3,atacado,18.07,atacado,23.77,atacado,23.95,22.9,20.66,17.42,atacado,false
2002-06,2002,06,200206,19.04,agricultor,24.75,26.49,atacado,0.32,produtor,38.52,41.06,atacado,14.48,atacado,462.35,atacado,2.08,3.17,atacado,2.46,5.93,2.3,2.79,atacado,1.6,atacado,0.32,atacado,19.72,atacado,27.17,atacado,27.25,26.23,24.14,21.76,atacado,false
2002-07,2002,07,200207,17.96,agricultor,25.92,27.13,atacado,0.33,produtor,49.07,46.9,atacado,14.78,atacado,519.91,atacado,2.13,3.18,atacado,2.5,6.04,2.28,2.66,atacado,1.53,atacado,0.33,atacado,21.43,atacado,28.91,atacado,28.8,27.64,25.57,22.55,atacado,false
2002-08,2002,08,200208,18.6,agricultor,27.08,28.36,atacado,0.33,produtor,51.35,45.93,atacado,15.79,atacado,568.49,atacado,2.44,3.44,atacado,2.43,5.75,2.15,2.75,atacado,1.57,atacado,0.33,atacado,24.62,atacado,34.26,atacado,27.23,26.25,24.19,21.14,atacado,false
2002-09,2002,09,200209,19.97,agricultor,30.09,33.25,atacado,0.33,produtor,48.11,44.71,atacado,17.33,atacado,643.35,atacado,2.43,3.52,atacado,2.39,5.71,2.31,2.98,atacado,1.83,atacado,0.33,atacado,28.61,atacado,36.46,atacado,26.19,25.25,23.19,20.1,atacado,false
2002-10,2002,10,200210,21.49,agricultor,34.66,35.87,atacado,0.32,produtor,48.17,48.46,atacado,21.23,atacado,733.66,atacado,2.47,3.62,atacado,2.58,6.17,2.51,3.45,atacado,2.06,atacado,0.32,atacado,36.9,atacado,41.11,atacado,30.34,29.27,27.2,24.54,atacado,false
2002-11,2002,11,200211,22.14,agricultor,38.95,41.21,atacado,0.33,produtor,47.19,46.7,atacado,25.58,atacado,734.93,atacado,2.64,3.91,atacado,2.85,6.61,2.99,3.73,atacado,2.3,atacado,0.33,atacado,32.32,atacado,45.14,atacado,36.44,34.93,32.68,30.3,atacado,false
2002-12,2002,12,200212,22.63,agricultor,39.31,40.27,atacado,0.35,produtor,55.14,48.47,atacado,24.37,atacado,745.55,atacado,2.61,4,atacado,2.97,7.17,3.15,3.97,atacado,2.37,atacado,0.35,atacado,28.96,atacado,47.3,atacado,40.89,39.45,36.99,33.82,atacado,true
2003-01,2003,01,200301,23.3,agricultor,39.56,40.07,atacado,0.37,produtor,56.14,44.37,atacado,22.93,atacado,712.25,atacado,2.64,4.07,atacado,2.94,6.95,3.1,3.86,atacado,2.35,atacado,0.37,atacado,28.93,atacado,46.04,atacado,39.16,37.99,35.87,32.35,atacado,false
2003-02,2003,02,200302,24.14,agricultor,38.91,39.95,atacado,0.37,produtor,66.32,44.55,atacado,22.34,atacado,716.23,atacado,2.66,4.01,atacado,2.98,6.39,3.03,3.67,atacado,2.21,atacado,0.37,atacado,29.72,atacado,44.9,atacado,43.43,42.1,39.76,36.3,atacado,false
2003-03,2003,03,200303,24.83,agricultor,38.87,38.9,atacado,0.38,produtor,67.52,46.11,atacado,19.77,atacado,655.93,atacado,2.57,3.95,atacado,3.02,6.51,3.14,3.91,atacado,2.12,atacado,0.38,atacado,30.74,atacado,44.51,atacado,45.29,44.06,42,38.39,atacado,false
2003-04,2003,04,200304,24.89,agricultor,40.49,40.7,atacado,0.4,produtor,71.61,46.88,atacado,19,atacado,580.01,atacado,2.52,3.85,atacado,3.02,6.65,3.14,3.62,atacado,2.38,atacado,0.4,atacado,30.85,atacado,40.76,atacado,47.05,45.64,43.61,39.94,atacado,false
2003-05,2003,05,200305,26.21,agricultor,45.04,48.95,atacado,0.41,produtor,67.17,46.77,atacado,17.81,atacado,588.64,atacado,2.55,3.78,atacado,3.01,6.76,2.99,3.59,atacado,2.3,atacado,0.41,atacado,28.78,atacado,39.9,atacado,45.59,44.18,41.49,37.81,atacado,false
2003-06,2003,06,200306,28.52,agricultor,45.66,50.82,atacado,0.43,produtor,53.05,45.38,atacado,16.39,atacado,572.26,atacado,2.52,3.65,atacado,2.94,6.8,2.89,3.54,atacado,2.21,atacado,0.43,atacado,28.39,atacado,37.93,atacado,45.52,44.2,42.22,38.9,atacado,false
2003-07,2003,07,200307,26.6,agricultor,45.67,50.25,atacado,0.42,produtor,43.73,42.64,atacado,14.81,atacado,565.9,atacado,2.72,3.84,atacado,2.9,6.48,2.99,3.81,atacado,2.14,atacado,0.42,atacado,26.51,atacado,37.67,atacado,44.96,43.84,41.67,38.31,atacado,false
2003-08,2003,08,200308,25.63,agricultor,46.94,51.33,atacado,0.43,produtor,42.29,43.23,atacado,15.07,atacado,577.37,atacado,2.82,4,atacado,2.92,6,3.1,3.37,atacado,2.17,atacado,0.43,atacado,25.54,atacado,36.38,atacado,44.78,43.57,41.69,38.22,atacado,false
2003-09,2003,09,200309,27.39,agricultor,48.09,50.26,atacado,0.43,produtor,44.23,45.64,atacado,16.86,atacado,625.57,atacado,2.99,4.15,atacado,3.09,6.54,3.24,4.02,atacado,2.31,atacado,0.43,atacado,25.7,atacado,36.45,atacado,43.79,42.59,40.64,37.86,atacado,false
2003-10,2003,10,200310,28.02,agricultor,47.9,49.16,atacado,0.44,produtor,43.2,43.31,atacado,16.47,atacado,699.06,atacado,2.97,4.2,atacado,3.43,7.59,3.62,4.6,atacado,2.49,atacado,0.44,atacado,23.95,atacado,39.85,atacado,39.83,37.96,35.87,36.05,atacado,false
2003-11,2003,11,200311,26.662,agricultor,49.541,51.478,atacado,0.42,produtor,40.336,42.078,atacado,17.2654,atacado,782.999,atacado,2.96,4.4317,atacado,3.4195,7.062,3.4362,4.2994,atacado,2.516,atacado,0.42,atacado,23.684,atacado,43.9668,atacado,36.106,34.971,32.658,32.324,atacado,false
2003-12,2003,12,200312,26.254,agricultor,51.076,55.072,atacado,0.42,produtor,39,43.163,atacado,17.7258,atacado,756.775,atacado,3.029,4.4785,atacado,3.4285,6.867,3.2736,4.2031,atacado,2.458,atacado,0.42,atacado,24.033,atacado,43.7971,atacado,36.859,35.683,33.246,30.367,atacado,true
2004-01,2004,01,200401,26.015,agricultor,52.106,53.606,atacado,0.4,produtor,44.315,41.107,atacado,17.3393,atacado,764.981,atacado,2.963,4.6066,atacado,3.2696,6.899,3.3823,4.3591,atacado,2.434,atacado,0.4,atacado,23.738,atacado,42.9618,atacado,35.188,33.948,31.635,27.727,atacado,false
