referencia,ano,mes,ano_mes,cana_de_acucar_preco_tonelada,cana_de_acucar_referencia,arroz_tipo_1_30kg,arroz_tipo_2_30kg,arroz_referencia,cafe_em_coco_preco_kg,cafe_referencia,feijao_preco_30kg,feijao_preto_preco_30kg,feijao_referencia,milho_preco_60kg,milho_referencia,soja_farelo_preco_tonelada,soja_farelo_referencia,carne_bovina_dianteira_kg,carne_bovina_traseira_kg,carne_bovina_referencia,carne_suina_carcaca_kg,carne_suina_lombo_kg,carne_suina_paleta_kg,carne_suina_pernil_kg,carne_suina_referencia,frango_kg,frango_referencia,leite_litro,leite_referencia,trigo_60kg,trigo_referencia,oleo_de_soja_20_latas,oleo_de_soja_referencia,ovos_extra_tipo_1_30_duzias,ovos_grandes_tipo_2_30_duzias,ovos_medios_tipo_3_30_duzias,ovos_pequenos_tipo_4_30_duzias,ovos_referencia,consolidado_ano
2004-02,2004,02,200402,25.045,agricultor,51.075,53.514,atacado,0.39,produtor,44.582,38.651,atacado,17.0049,atacado,765.184,atacado,2.85,4.5046,atacado,3.3009,6.767,3.3214,4.2877,atacado,2.539,atacado,0.39,atacado,23.791,atacado,46.5701,atacado,41.139,39.702,37.23,33.65,atacado,false
2004-03,2004,03,200403,24.893,agricultor,48.137,50.539,atacado,0.4,produtor,46.502,40.91,atacado,17.7028,atacado,821.746,atacado,2.741,4.3231,atacado,3.5418,6.637,3.3026,4.3485,atacado,2.18,atacado,0.4,atacado,24.306,atacado,49.9468,atacado,44.053,42.719,40.654,37.294,atacado,false
2004-04,2004,04,200404,24.903,agricultor,46.645,50.832,atacado,0.41,produtor,47.755,43.521,atacado,20.8984,atacado,875.222,atacado,2.804,4.0779,atacado,3.7064,6.779,3.3445,4.6548,atacado,2.089,atacado,0.41,atacado,27.073,atacado,47.7813,atacado,40.576,39.41,37.418,33.164,atacado,false
2004-05,2004,05,200405,23.976,agricultor,47.585,49.657,atacado,0.43,produtor,44.137,43.913,atacado,21.7698,atacado,873.434,atacado,2.919,4.1888,atacado,3.6793,7.043,3.2952,4.3023,atacado,2.256,atacado,0.43,atacado,29.32,atacado,46.842,atacado,39.096,37.691,35.47,31.766,atacado,false
2004-06,2004,06,200406,23.86,agricultor,46.328,50.561,atacado,0.47,produtor,42.052,45.979,atacado,20.1296,atacado,751.846,atacado,2.862,4.1826,atacado,3.912,7.564,3.5419,4.5338,atacado,2.078,atacado,0.47,atacado,29.722,atacado,43.1946,atacado,41.598,40.169,38.226,34.477,atacado,false
2004-07,2004,07,200407,24.589,agricultor,44.981,47.413,atacado,0.48,produtor,35.876,45.555,atacado,18.4638,atacado,662.139,atacado,2.808,4.2286,atacado,4.0729,7.798,3.6344,4.644,atacado,1.992,atacado,0.48,atacado,26.794,atacado,40.933,atacado,39.974,38.663,36.463,33.259,atacado,false
2004-08,2004,08,200408,26.087,agricultor,44.28,46.453,atacado,0.49,produtor,32.819,44.527,atacado,17.269,atacado,596.417,atacado,2.894,4.3186,atacado,4.5188,7.762,4.0069,5.0717,atacado,2.045,atacado,0.49,atacado,24.63,atacado,40.6322,atacado,40.816,39.329,36.918,33.832,atacado,false
2004-09,2004,09,200409,26.452,agricultor,42.504,46.507,atacado,0.49,produtor,36.883,46.214,atacado,17.3846,atacado,610.322,atacado,2.999,4.3828,atacado,4.8486,7.82,4.1108,5.6487,atacado,2.085,atacado,0.49,atacado,22.595,atacado,41.7666,atacado,36.374,34.935,32.882,28.613,atacado,false
2004-10,2004,10,200410,27.031,agricultor,41.509,45.183,atacado,0.49,produtor,46.153,47.778,atacado,16.4612,atacado,574.102,atacado,3.002,4.4244,atacado,4.5777,7.983,4.2065,5.7159,atacado,2.197,atacado,0.49,atacado,21.33,atacado,39.5635,atacado,33.223,31.843,29.981,26.779,atacado,false
2004-11,2004,11,200411,27.97,agricultor,40.699,46.102,atacado,0.48,produtor,46.409,48.118,atacado,15.8273,atacado,538.339,atacado,3.035,4.4923,atacado,4.8697,8.338,4.4253,6.1064,atacado,2.239,atacado,0.48,atacado,20.763,atacado,38.3695,atacado,34.254,32.786,30.803,27.346,atacado,false
2004-12,2004,12,200412,28.46,agricultor,38.347,42.667,atacado,0.47,produtor,46.802,48.646,atacado,14.9971,atacado,522.763,atacado,3.093,4.5502,atacado,5.1773,8.598,4.5825,6.3987,atacado,2.386,atacado,0.47,atacado,20.051,atacado,36.7997,atacado,35.025,33.744,31.502,28.329,atacado,true
2005-01,2005,01,200501,28.006,agricultor,37.201,37.489,atacado,0.46,produtor,48.97,50.047,atacado,15.5435,atacado,529.07,atacado,2.879,4.4443,atacado,4.66,8.162,4.2094,5.8726,atacado,2.219,atacado,0.46,atacado,19.596,atacado,36.6186,atacado,33.173,31.4,29.277,29.028,atacado,false
2005-02,2005,02,200502,28.218,agricultor,36.274,36.488,atacado,0.47,produtor,47.828,50.121,atacado,15.597,atacado,513.062,atacado,2.855,4.379,atacado,4.5924,8.162,3.9571,5.7344,atacado,2.164,atacado,0.47,atacado,19.179,atacado,36.0401,atacado,38.896,37.677,35.49,31.502,atacado,false
2005-03,2005,03,200503,27.781,agricultor,36.917,36.827,atacado,0.48,produtor,49.395,52.041,atacado,18.0744,atacado,549.613,atacado,2.845,4.2673,atacado,4.9125,7.735,4.0035,5.8326,atacado,2.168,atacado,0.48,atacado,20.781,atacado,38.3075,atacado,44.398,43.071,40.818,38.309,atacado,false
2005-04,2005,04,200504,27.868,agricultor,36.462,36.028,atacado,0.5,produtor,55.288,54.509,atacado,19.1855,atacado,546.461,atacado,2.819,4.1708,atacado,4.9017,7.634,3.9579,5.4941,atacado,2.028,atacado,0.5,atacado,22.931,atacado,37.8455,atacado,40.529,39.194,36.907,33.735,atacado,false
2005-05,2005,05,200505,27.89,agricultor,33.903,33.91,atacado,0.51,produtor,57.715,54.218,atacado,18.9549,atacado,538.505,atacado,2.802,3.9944,atacado,4.3533,7.8,3.6895,5.2663,atacado,2.053,atacado,0.51,atacado,21.777,atacado,35.8355,atacado,40.501,38.89,36.694,33.951,atacado,false
2005-06,2005,06,200506,27.7,agricultor,33.291,32.312,atacado,0.52,produtor,58.223,53.623,atacado,18.8366,atacado,551.724,atacado,2.783,4.0023,atacado,3.6107,7.631,3.5177,5.2097,atacado,2.083,atacado,0.52,atacado,20.231,atacado,33.9383,atacado,41.701,39.883,37.834,34.508,atacado,false
2005-07,2005,07,200507,28.057,agricultor,32.823,32.067,atacado,0.51,produtor,59.572,51.351,atacado,18.5749,atacado,555.984,atacado,2.825,3.9394,atacado,3.8922,7.706,3.4781,5.1622,atacado,2.158,atacado,0.51,atacado,19.726,atacado,33.9455,atacado,39.05,37.754,35.876,32.188,atacado,false
2005-08,2005,08,200508,28.654,agricultor,31.743,31.325,atacado,0.46,produtor,57.655,51.493,atacado,17.4509,atacado,545.925,atacado,2.825,3.9844,atacado,4.0105,7.874,3.5089,5.0455,atacado,2.216,atacado,0.46,atacado,19.552,atacado,33.0122,atacado,36.249,34.906,32.972,29.343,atacado,false
2005-09,2005,09,200509,28.61,agricultor,30.891,30.654,atacado,0.43,produtor,51.379,51.932,atacado,17.0523,atacado,513.546,atacado,2.842,4.0088,atacado,3.9683,7.735,3.4454,5.0897,atacado,2.442,atacado,0.43,atacado,18.197,atacado,31.5143,atacado,32.972,31.746,29.756,26.697,atacado,false
2005-10,2005,10,200510,28.546,agricultor,29.951,30.491,atacado,0.42,produtor,48.154,51.739,atacado,15.9859,atacado,492.985,atacado,2.959,4.3819,atacado,4.2509,8.062,3.4325,5.075,atacado,2.454,atacado,0.42,atacado,17.298,atacado,30.7101,atacado,34.715,33.515,31.344,27.869,atacado,false
2005-11,2005,11,200511,28.751,agricultor,29.788,30.157,atacado,0.4,produtor,44.071,56.035,atacado,14.6494,atacado,484.858,atacado,2.987,4.302,atacado,3.7981,7.798,3.3344,4.8134,atacado,2.294,atacado,0.4,atacado,17.155,atacado,29.8422,atacado,33.894,32.58,30.49,27.32,atacado,false
2005-12,2005,12,200512,28.81,agricultor,31.956,31.675,atacado,0.39,produtor,41.412,60.008,atacado,14.2588,atacado,513.036,atacado,2.711,4.2362,atacado,3.797,7.571,3.5162,5.4288,atacado,2.205,atacado,0.39,atacado,18.376,atacado,29.6391,atacado,32.423,31.151,28.711,24.135,atacado,true
2006-01,2006,01,200601,29.027,agricultor,32.387,34.376,atacado,0.4,produtor,43.553,54.14,atacado,14.4495,atacado,530.648,atacado,2.384,4.1985,atacado,3.615,7.452,3.4525,4.6631,atacado,2.091,atacado,0.4,atacado,19.291,atacado,30.9518,atacado,28.336,27.147,24.841,19.746,atacado,false
2006-02,2006,02,200602,29.227,agricultor,31.984,33.526,atacado,0.38,produtor,52.324,47.937,atacado,14.9279,atacado,495.328,atacado,2.419,4.2021,atacado,3.5135,7.346,3.1845,4.3873,atacado,1.82,atacado,0.38,atacado,19.249,atacado,30.3801,atacado,29.868,28.086,26.127,21.338,atacado,false
2006-03,2006,03,200603,29.404,agricultor,31.07,31.151,atacado,0.39,produtor,61.801,47.97,atacado,13.1919,atacado,423.379,atacado,2.308,4.0108,atacado,3.2323,6.984,3.0814,4.1346,atacado,1.529,atacado,0.39,atacado,19.026,atacado,30.5317,atacado,30.057,28.5,26.434,21.413,atacado,false
2006-04,2006,04,200604,29.221,agricultor,30.083,28.533,atacado,0.4,produtor,56.119,40.995,atacado,12.8491,atacado,406.168,atacado,2.301,4.0446,atacado,2.9375,6.446,3.023,3.8178,atacado,1.617,atacado,0.4,atacado,18.943,atacado,29.9545,atacado,30.423,29.172,26.952,24.215,atacado,false
2006-05,2006,05,200605,35.283,agricultor,29.881,29.121,atacado,0.42,produtor,46.033,39.891,atacado,14.1841,atacado,423.422,atacado,2.314,4.0498,atacado,2.8509,6.782,3.0618,4.3784,atacado,1.919,atacado,0.42,atacado,18.939,atacado,30.941,atacado,30.102,28.984,27.05,23.739,atacado,false
2006-06,2006,06,200606,35.819,agricultor,29.881,29.992,atacado,0.44,produtor,38.752,38.518,atacado,14.983,atacado,456.141,atacado,2.412,4.0882,atacado,2.3923,6.46,3.1125,3.7935,atacado,1.787,atacado,0.44,atacado,19.346,atacado,32.2809,atacado,30.852,29.8,27.825,24.701,atacado,false
2006-07,2006,07,200607,37.095,agricultor,32.329,30.485,atacado,0.45,produtor,35.742,37.511,atacado,14.3595,atacado,431.064,atacado,2.38,4.0719,atacado,2.4064,6.209,3.0261,3.6299,atacado,1.698,atacado,0.45,atacado,19.416,atacado,32.9626,atacado,29.856,28.666,26.852,23.059,atacado,false
2006-08,2006,08,200608,38.096,agricultor,32.687,31.056,atacado,0.45,produtor,34.107,36.686,atacado,14.0231,atacado,419.215,atacado,2.663,4.3242,atacado,2.9883,6.748,3.4392,4.1784,atacado,1.816,atacado,0.45,atacado,20.311,atacado,32.7676,atacado,29.14,27.725,25.902,22.185,atacado,false
2006-09,2006,09,200609,37.145,agricultor,32.76,30.443,atacado,0.45,produtor,39.812,36.664,atacado,14.3109,atacado,429.592,atacado,2.835,4.5148,atacado,3.0229,6.753,3.2216,4.0483,atacado,2.066,atacado,0.45,atacado,22.003,atacado,32.7705,atacado,29.465,28.044,26.239,22.881,atacado,false
2006-10,2006,10,200610,36.369,agricultor,32.965,30.538,atacado,0.45,produtor,44.305,37.406,atacado,15.9355,atacado,479.3,atacado,3.037,4.7504,atacado,3.0731,6.905,3.2487,3.9972,atacado,2.262,atacado,0.45,atacado,26.086,atacado,32.9399,atacado,31.644,30.222,28.384,25.454,atacado,false
2006-11,2006,11,200611,35.939,agricultor,34.965,34.74,atacado,0.45,produtor,43.87,34.368,atacado,18.4832,atacado,511.361,atacado,2.924,4.6921,atacado,3.1272,7.081,3.2479,4.2917,atacado,2.221,atacado,0.45,atacado,27.544,atacado,37.032,atacado,31.469,29.922,28.26,24.856,atacado,false
2006-12,2006,12,200612,35.91,agricultor,36.697,39.429,atacado,0.44,produtor,41.78,33.471,atacado,19.4419,atacado,506.57,atacado,2.725,4.7054,atacado,3.1629,7.252,3.2951,4.5223,atacado,2.189,atacado,0.44,atacado,26.342,atacado,40.0672,atacado,36.06,34.856,32.861,30.407,atacado,true
2007-01,2007,01,200701,35.574,agricultor,35.014,37.308,atacado,0.44,produtor,37.791,29.874,atacado,19.3056,atacado,517.363,atacado,2.572,4.6206,atacado,3.2389,7.359,3.2609,4.4952,atacado,2.127,atacado,0.44,atacado,25.827,atacado,39.0849,atacado,33.1,31.613,29.806,26.445,atacado,false
2007-02,2007,02,200702,34.63,agricultor,34.404,34.389,atacado,0.43,produtor,35.102,28.496,atacado,18.5569,atacado,541.924,atacado,2.559,4.5545,atacado,3.1822,7.37,3.2144,4.3846,atacado,2.329,atacado,0.43,atacado,24.799,atacado,38.1088,atacado,39.738,38.339,36.392,34.033,atacado,false
2007-03,2007,03,200703,34.189,agricultor,33.771,33.161,atacado,0.44,produtor,35.475,29.884,atacado,18.3075,atacado,508.328,atacado,2.597,4.4798,atacado,3.0181,7.18,3.0684,4.0866,atacado,2.269,atacado,0.44,atacado,24.64,atacado,37.0323,atacado,42.644,41.3,39.17,35.426,atacado,false
2007-04,2007,04,200704,34.158,agricultor,34.407,33.257,atacado,0.46,produtor,35.232,27.823,atacado,17.1444,atacado,468.929,atacado,2.564,4.4282,atacado,2.9143,6.98,2.9843,3.9797,atacado,2.235,atacado,0.46,atacado,24.636,atacado,34.8665,atacado,42.312,40.775,38.29,34.97,atacado,false
2007-05,2007,05,200705,32.63,agricultor,34.091,31.989,atacado,0.49,produtor,39.425,30.237,atacado,16.6701,atacado,431.543,atacado,2.531,4.4017,atacado,2.9639,7.068,3.0036,4.1242,atacado,2.33,atacado,0.49,atacado,25.308,atacado,35.6164,atacado,39.695,38.284,36.366,32.783,atacado,false
2007-06,2007,06,200706,29.544,agricultor,33.619,32.607,atacado,0.53,produtor,46.853,35.262,atacado,16.6534,atacado,450.492,atacado,2.583,4.4616,atacado,2.9424,7.155,2.9984,4.0043,atacado,2.346,atacado,0.53,atacado,25.776,atacado,36.7043,atacado,42.152,40.751,38.942,35.525,atacado,false
2007-07,2007,07,200707,27.931,agricultor,33.462,32.665,atacado,0.62,produtor,46.761,36.504,atacado,16.1334,atacado,452.269,atacado,2.953,4.8597,atacado,2.915,7.185,2.947,3.6353,atacado,2.373,atacado,0.62,atacado,26.559,atacado,37.6648,atacado,43.289,41.806,40.073,36.849,atacado,false
2007-08,2007,08,200708,27.859,agricultor,34.047,34.103,atacado,0.68,produtor,55.282,40.846,atacado,18.5932,atacado,484.229,atacado,3.056,5.0264,atacado,3.1786,7.245,3.1849,4.0098,atacado,2.372,atacado,0.68,atacado,29.915,atacado,39.5589,atacado,42.954,41.593,39.775,36.938,atacado,false
2007-09,2007,09,200709,28.231,agricultor,35.616,35.871,atacado,0.7,produtor,63.812,45.669,atacado,22.6376,atacado,558.507,atacado,3.018,4.9471,atacado,3.4105,7.325,3.232,4.1601,atacado,2.371,atacado,0.7,atacado,34.076,atacado,40.3601,atacado,40.449,39.103,37.479,34.053,atacado,false
2007-10,2007,10,200710,27.944,agricultor,35.809,37.126,atacado,0.65,produtor,85.244,51.949,atacado,22.5687,atacado,603.737,atacado,3.029,5.1251,atacado,3.6132,7.257,3.5019,4.7475,atacado,2.462,atacado,0.65,atacado,32.121,atacado,41.0868,atacado,38.699,37.225,35.57,32.721,atacado,false
2007-11,2007,11,200711,27.455,agricultor,35.911,35.736,atacado,0.61,produtor,109.222,56.272,atacado,26.2768,atacado,642.872,atacado,3.453,5.4574,atacado,3.9278,7.569,3.5765,5.2298,atacado,2.635,atacado,0.61,atacado,29.984,atacado,43.485,atacado,38.128,36.654,34.462,31.467,atacado,false
2007-12,2007,12,200712,28.138,agricultor,35.72,35.162,atacado,0.58,produtor,147.764,72.294,atacado,28.6884,atacado,682.328,atacado,3.595,5.7582,atacado,4.3617,7.873,4.0993,5.5695,atacado,2.8,atacado,0.58,atacado,30.262,atacado,46.4275,atacado,42.966,41.352,39.219,37.61,atacado,true
2008-01,2008,01,200801,28.536,agricultor,36.834,36.531,atacado,0.58,produtor,125.75,78.102,atacado,26.3027,atacado,712.801,atacado,3.515,5.8108,atacado,4.314,7.615,4.2571,5.3433,atacado,2.688,atacado,0.58,atacado,33.026,atacado,50.2512,atacado,41.918,40.442,38.351,36.08,atacado,false
2008-02,2008,02,200802,28.48,agricultor,37.074,37.747,atacado,0.58,produtor,117.94,84.868,atacado,23.9758,atacado,713.921,atacado,3.665,5.8706,atacado,4.1161,7.49,4.2698,5.2121,atacado,2.419,atacado,0.58,atacado,35.75,atacado,54.8842,atacado,50.496,49,46.736,44.763,atacado,false
2008-03,2008,03,200803,28.616,agricultor,37.466,37.055,atacado,0.59,produtor,110.397,82.93,atacado,22.893,atacado,661.773,atacado,3.758,5.7831,atacado,4.1625,7.457,4.4388,5.0156,atacado,2.341,atacado,0.59,atacado,38.552,atacado,59.8316,atacado,54.5,52.739,50.584,47.522,atacado,false
2008-04,2008,04,200804,28.172,agricultor,41.244,42.96,atacado,0.62,produtor,85.764,79.736,atacado,23.0197,atacado,642.383,atacado,3.811,5.7481,atacado,4.1697,7.351,4.2616,4.8638,atacado,2.356,atacado,0.62,atacado,41.003,atacado,59.1126,atacado,45.191,43.167,41.433,38.627,atacado,false
2008-05,2008,05,200805,28.128,agricultor,48.547,50.472,atacado,0.67,produtor,85.69,88.059,atacado,23.0015,atacado,644.123,atacado,4.278,5.8624,atacado,4.4005,7.688,4.2082,5.0148,atacado,2.574,atacado,0.67,atacado,41.009,atacado,57.2711,atacado,45.436,43.969,41.917,38.491,atacado,false
2008-06,2008,06,200806,27.684,agricultor,52.062,52.138,atacado,0.69,produtor,115.101,100.733,atacado,22.9017,atacado,724.679,atacado,5.031,6.224,atacado,4.7395,8.197,4.5961,5.3618,atacado,2.75,atacado,0.69,atacado,39.664,atacado,54.4501,atacado,46.412,45.11,42.801,39.371,atacado,false
2008-07,2008,07,200807,26.384,agricultor,51.364,49.151,atacado,0.7,produtor,100.568,95.44,atacado,24.2593,atacado,751.786,atacado,5.15,6.292,atacado,5.0258,7.818,4.8558,5.6048,atacado,3.039,atacado,0.7,atacado,35.941,atacado,53.1704,atacado,49.131,47.791,45.563,39.203,atacado,false
2008-08,2008,08,200808,25.981,agricultor,50.921,48.014,atacado,0.66,produtor,98.692,91.888,atacado,21.0261,atacado,647.561,atacado,5.084,6.2731,atacado,5.0559,8.366,4.9017,6.0258,atacado,3.082,atacado,0.66,atacado,29.324,atacado,48.4793,atacado,49.668,48.37,46.071,38.095,atacado,false
2008-09,2008,09,200809,26.78,agricultor,51.207,48.559,atacado,0.59,produtor,117.263,104.867,atacado,20.264,atacado,679.145,atacado,5.089,6.3723,atacado,5.0483,8.531,4.8243,5.9981,atacado,3.122,atacado,0.59,atacado,27.465,atacado,46.5586,atacado,49.351,47.133,44.564,36.102,atacado,false
2008-10,2008,10,200810,27.786,agricultor,52.858,50.78,atacado,0.54,produtor,114.612,114.793,atacado,19.5853,atacado,725.428,atacado,5.192,6.5605,atacado,5.57,9.018,5.242,6.3326,atacado,3.16,atacado,0.54,atacado,26.293,atacado,47.3995,atacado,44.266,42.486,39.724,33.513,atacado,false
2008-11,2008,11,200811,29.184,agricultor,52.286,49.597,atacado,0.5,produtor,79.198,88.566,atacado,18.3003,atacado,747.369,atacado,4.793,6.7144,atacado,4.7502,8.589,4.3078,5.85,atacado,2.946,atacado,0.5,atacado,25.668,atacado,46.1434,atacado,41.842,40.044,37.73,32.657,atacado,false
2008-12,2008,12,200812,29.321,agricultor,51.061,48,atacado,0.5,produtor,67.036,85.721,atacado,17.9311,atacado,736.912,atacado,4.166,6.7351,atacado,5.3033,9.008,4.7409,6.0892,atacado,2.763,atacado,0.5,atacado,25.318,atacado,41.6187,atacado,42.202,40.61,38.457,32.223,atacado,true
2009-01,2009,01,200901,29.509,agricultor,50.295,47.091,atacado,0.54,produtor,75.766,90.339,atacado,20.522,atacado,854.848,atacado,3.947,7.0123,atacado,4.3632,8.576,4.0607,5.5475,atacado,2.733,atacado,0.54,atacado,26.801,atacado,43.3223,atacado,40.401,38.796,36.471,32.642,atacado,false
2009-02,2009,02,200902,29.183,agricultor,49.802,48.151,atacado,0.55,produtor,64.452,77.384,atacado,20.0232,atacado,870.875,atacado,3.834,6.6777,atacado,4.0812,7.97,3.6145,5.1232,atacado,2.771,atacado,0.55,atacado,28.984,atacado,43.8053,atacado,44.573,42.927,40.741,34.908,atacado,false
2009-03,2009,03,200903,29.253,agricultor,46.998,44.507,atacado,0.56,produtor,55.026,61.211,atacado,18.5982,atacado,768.287,atacado,4.035,6.3591,atacado,3.8245,7.901,3.9669,4.7792,atacado,2.835,atacado,0.56,atacado,28.791,atacado,41.3869,atacado,49.069,47.581,45.525,35.11,atacado,false
2009-04,2009,04,200904,28.842,agricultor,45.248,40.569,atacado,0.57,produtor,48.905,52.831,atacado,19.0174,atacado,804.18,atacado,4.282,6.2634,atacado,3.6617,8.101,3.7728,4.8995,atacado,2.827,atacado,0.57,atacado,28.458,atacado,43.3934,atacado,48.96,47.115,45.338,34.025,atacado,false
2009-05,2009,05,200905,28.576,agricultor,45.943,38.315,atacado,0.59,produtor,47.483,47.324,atacado,20.1533,atacado,869.227,atacado,4.279,6.1087,atacado,3.634,7.704,3.4062,4.3725,atacado,2.807,atacado,0.59,atacado,27.919,atacado,42.0377,atacado,46.512,44.905,43.066,30.443,atacado,false
2009-06,2009,06,200906,28.902,agricultor,42.99,38.095,atacado,0.63,produtor,51.695,48.662,atacado,19.9917,atacado,876.143,atacado,4.432,6.0497,atacado,3.8916,7.237,3.856,4.4133,atacado,2.857,atacado,0.63,atacado,27.634,atacado,43.0143,atacado,48.563,46.882,44.955,33.689,atacado,false
2009-07,2009,07,200907,29.483,agricultor,41.432,39.927,atacado,0.7,produtor,55.626,51.688,atacado,18.1666,atacado,806.749,atacado,4.461,6.0843,atacado,3.9465,7.877,3.5711,4.4519,atacado,2.894,atacado,0.7,atacado,27.676,atacado,39.8092,atacado,45.805,44.27,41.9,30.466,atacado,false
2009-08,2009,08,200908,30.329,agricultor,40.961,40.5,atacado,0.7,produtor,55.272,48.872,atacado,17.1761,atacado,823.617,atacado,4.37,6.098,atacado,3.7001,7.794,3.4391,4.3669,atacado,2.718,atacado,0.7,atacado,26.04,atacado,39.7432,atacado,44.051,42.191,40.166,28.788,atacado,false
2009-09,2009,09,200909,30.54,agricultor,42.522,39.702,atacado,0.71,produtor,52.551,48.075,atacado,17.1696,atacado,828.86,atacado,4.075,6.1155,atacado,3.7529,8.205,3.5449,4.4616,atacado,2.689,atacado,0.71,atacado,24.93,atacado,40.5404,atacado,42.652,40.507,38.869,31.419,atacado,false
2009-10,2009,10,200910,31.304,agricultor,42.112,39.351,atacado,0.68,produtor,49.853,48.151,atacado,18.0134,atacado,776.345,atacado,4.033,6.3778,atacado,4.0009,7.64,3.9883,4.3396,atacado,2.627,atacado,0.68,atacado,25.042,atacado,44.1056,atacado,40.137,38.317,36.214,25.439,atacado,false
2009-11,2009,11,200911,31.824,agricultor,40.975,39.199,atacado,0.62,produtor,48.804,46.16,atacado,18.3427,atacado,751.959,atacado,3.762,6.3071,atacado,4.1636,7.726,3.9492,4.5987,atacado,2.679,atacado,0.62,atacado,24.917,atacado,45.4713,atacado,39.701,38.02,35.706,23.651,atacado,false
2009-12,2009,12,200912,32.218,agricultor,40.834,37.434,atacado,0.59,produtor,47.997,44.144,atacado,17.659,atacado,740.11,atacado,3.697,6.3293,atacado,4.1174,7.984,3.7248,4.8289,atacado,2.542,atacado,0.59,atacado,24.535,atacado,44.176,atacado,41.085,39.196,36.768,25.523,atacado,true
2010-01,2010,01,201001,32.51,agricultor,43.53,43.55,atacado,0.58,produtor,47.75,47.07,atacado,17.17,atacado,742.18,atacado,3.6,6.86,atacado,3.97,7.84,3.96,4.96,atacado,2.59,atacado,0.58,atacado,28.96,atacado,42.84,atacado,38.9,37.12,35.11,22.76,atacado,false
2010-02,2010,02,201002,32.59,agricultor,45.18,42.66,atacado,0.59,produtor,46.01,44.85,atacado,16.42,atacado,664.87,atacado,3.65,6.78,atacado,3.99,7.9,3.77,4.94,atacado,2.58,atacado,0.59,atacado,30.02,atacado,40.46,atacado,43.8,42.15,39.84,28.85,atacado,false
2010-03,2010,03,201003,33.63,agricultor,44.12,40.7,atacado,0.63,produtor,62.91,52.58,atacado,15.99,atacado,550.39,atacado,3.97,6.59,atacado,3.82,7.9,3.97,4.78,atacado,2.59,atacado,0.63,atacado,30.5,atacado,38.61,atacado,45.96,44.42,41.89,32.02,atacado,false
2010-04,2010,04,201004,34.6,agricultor,44.26,39.53,atacado,0.67,produtor,85.43,55.38,atacado,15.94,atacado,500.43,atacado,4.16,6.51,atacado,3.86,7.82,4.12,4.64,atacado,2.68,atacado,0.67,atacado,0,,38.66,atacado,44.1,41.9,38.9,30.13,atacado,false
2010-05,2010,05,201005,34.21,agricultor,44.36,40.14,atacado,0.73,produtor,89.3,54.06,atacado,16.34,atacado,530.88,atacado,4.12,6.32,atacado,3.83,7.81,4.08,4.75,atacado,2.57,atacado,0.73,atacado,0,,37.13,atacado,44.69,43.11,40.61,30.19,atacado,false
2010-06,2010,06,201006,34.43,agricultor,44.57,39.75,atacado,0.73,produtor,82.51,53.36,atacado,16.57,atacado,554.87,atacado,4.22,6.29,atacado,3.79,7.78,4.06,4.54,atacado,2.59,atacado,0.73,atacado,0,,38.02,atacado,47.5,45.81,43.24,33.51,atacado,false
2010-07,2010,07,201007,34.77,agricultor,44.1,38.8,atacado,0.71,produtor,75.04,52.65,atacado,15.67,atacado,576.43,atacado,4.41,6.49,atacado,3.84,7.76,4.06,4.64,atacado,2.54,atacado,0.71,atacado,0,,37.03,atacado,45.61,44.11,41.76,31.44,atacado,false
2010-08,2010,08,201008,34.85,agricultor,43.54,38.19,atacado,0.68,produtor,68.75,52.22,atacado,16.84,atacado,655.44,atacado,4.66,6.72,atacado,3.84,7.89,4.21,4.94,atacado,2.57,atacado,0.68,atacado,0,,41.74,atacado,45.8,43.62,41.59,31.47,atacado,false
2010-09,2010,09,201009,35.34,agricultor,44.32,40.17,atacado,0.68,produtor,93.06,58.71,atacado,19.46,atacado,665.22,atacado,4.9,7.14,atacado,4.19,8.12,4.46,5.25,atacado,2.92,atacado,0.68,atacado,0,,44.4,atacado,40.44,38.99,36.59,29.93,atacado,false
2010-10,2010,10,201010,36.51,agricultor,43.94,39.74,atacado,0.68,produtor,108.87,69.18,atacado,21.32,atacado,703.86,atacado,5.11,7.69,atacado,4.54,8.72,4.84,5.3,atacado,3.08,atacado,0.68,atacado,29.31,atacado,46.21,atacado,39.82,37.37,34.81,28.51,atacado,false
2010-11,2010,11,201011,37.38,agricultor,43.7,39.18,atacado,0.69,produtor,92.46,62.86,atacado,23.13,atacado,732.53,atacado,5.76,8.52,atacado,4.8,9.15,5.31,6.19,atacado,3.35,atacado,0.69,atacado,30.04,atacado,47.77,atacado,39.99,37.26,34.7,27.77,atacado,false
2010-12,2010,12,201012,39.21,agricultor,43.94,38.36,atacado,0.73,produtor,69.49,56.57,atacado,22.69,atacado,734.82,atacado,5.11,8.56,atacado,5.08,9.5,5.76,6.55,atacado,3.4,atacado,0.73,atacado,30.23,atacado,48.76,atacado,40.74,37.72,35.05,30.68,atacado,true
2011-01,2011,01,201101,39.85,agricultor,41.1,37.29,atacado,0.71,produtor,55.7,54.49,atacado,23.81,atacado,754.04,atacado,4.84,8.42,atacado,4.82,8.92,5.53,5.8,atacado,3.36,atacado,0.71,atacado,30.28,atacado,50,atacado,38.48,36.81,33.23,26.91,atacado,false
