referencia,valor,modo_venda,kg
1990-01,0.00012206,atacado,30
1990-02,0.000197,atacado,30
1990-03,0.00027685,atacado,30
1990-04,0.00027216,atacado,30
1990-05,0.00028906,atacado,30
1990-06,0.00033205,atacado,30
1990-07,0.00036654,atacado,30
1990-08,0.00038809,atacado,30
1990-09,0.00044352,atacado,30
1990-10,0.001,atacado,30
1990-11,0.001,atacado,30
1990-12,0.001,atacado,30
1991-01,0.001,atacado,30
1991-02,0.002,atacado,30
1991-03,0.002,atacado,30
1991-04,0.002,atacado,30
1991-05,0.002,atacado,30
1991-06,0.002,atacado,30
1991-07,0.002,atacado,30
1991-08,0.002,atacado,30
1991-09,0.003,atacado,30
1991-10,0.004,atacado,30
1991-11,0.004,atacado,30
1991-12,0.005,atacado,30
1992-01,0.006,atacado,30
1992-02,0.007,atacado,30
1992-03,0.008,atacado,30
1992-04,0.008,atacado,30
1992-05,0.01,atacado,30
1992-06,0.013,atacado,30
1992-07,0.017,atacado,30
1992-08,0.022,atacado,30
1992-09,0.03,atacado,30
1992-10,0.039,atacado,30
1992-11,0.047,atacado,30
1992-12,0.059,atacado,30
1993-01,0.072,atacado,30
1993-02,0.083,atacado,30
1993-03,0.092,atacado,30
1993-04,0.109,atacado,30
1993-05,0.153,atacado,30
1993-06,0.218,atacado,30
1993-07,0.296,atacado,30
1993-08,0.432,atacado,30
1993-09,0.618,atacado,30
1993-10,0.809,atacado,30
1993-11,1.053,atacado,30
1993-12,1.684,atacado,30
1994-01,2.468,atacado,30
1994-02,3.164,atacado,30
1994-03,4.014,atacado,30
1994-04,5.296,atacado,30
1994-05,7.405,atacado,30
1994-06,12.494,atacado,30
1994-07,15.43,atacado,30
1994-08,15.31,atacado,30
1994-09,15.76,atacado,30
1994-10,15.95,atacado,30
1994-11,16.45,atacado,30
1994-12,16.44,atacado,30
1995-01,15.55,atacado,30
1995-02,15.84,atacado,30
1995-03,16.02,atacado,30
1995-04,15.66,atacado,30
1995-05,14.74,atacado,30
1995-06,14.36,atacado,30
1995-07,15.12,atacado,30
1995-08,15.86,atacado,30
1995-09,16.18,atacado,30
1995-10,16.98,atacado,30
1995-11,17.53,atacado,30
1995-12,17.9,atacado,30
1996-01,17.4,atacado,30
1996-02,16.41,atacado,30
1996-03,16.79,atacado,30
1996-04,16.68,atacado,30
1996-05,16.31,atacado,30
1996-06,16.58,atacado,30
1996-07,16.6,atacado,30
1996-08,16.2,atacado,30
1996-09,16.72,atacado,30
1996-10,17.99,atacado,30
1996-11,18.13,atacado,30
1996-12,18.63,atacado,30
1997-01,19.6,atacado,30
1997-02,19.45,atacado,30
1997-03,18.8,atacado,30
1997-04,19.09,atacado,30
1997-05,18.25,atacado,30
1997-06,18.74,atacado,30
1997-07,18.08,atacado,30
1997-08,18.31,atacado,30
1997-09,18.62,atacado,30
1997-10,20.24,atacado,30
1997-11,21.35,atacado,30
1997-12,22.21,atacado,30
1998-01,20.31,atacado,30
1998-02,20.4,atacado,30
1998-03,22.61,atacado,30
1998-04,22.58,atacado,30
1998-05,21.66,atacado,30
1998-06,26.1,atacado,30
1998-07,25.89,atacado,30
1998-08,25.07,atacado,30
1998-09,25.81,atacado,30
1998-10,26.67,atacado,30
1998-11,26.5,atacado,30
1998-12,25.99,atacado,30
1999-01,25.46,atacado,30
1999-02,26.14,atacado,30
1999-03,25.94,atacado,30
1999-04,24.26,atacado,30
1999-05,23.45,atacado,30
1999-06,22.71,atacado,30
1999-07,22.45,atacado,30
1999-08,22.27,atacado,30
1999-09,19.45,atacado,30
1999-10,18.38,atacado,30
1999-11,23.09,atacado,30
1999-12,22.36,atacado,30
2000-01,21.22,atacado,30
2000-02,21.31,atacado,30
2000-03,21.56,atacado,30
2000-04,20.6,atacado,30
2000-05,19.95,atacado,30
2000-06,19.34,atacado,30
2000-07,17.4,atacado,30
2000-08,19.48,atacado,30
2000-09,19.39,atacado,30
2000-10,18.74,atacado,30
2000-11,19.71,atacado,30
2000-12,19.1,atacado,30
2001-01,19.3,atacado,30
2001-02,21.55,atacado,30
2001-03,20.91,atacado,30
2001-04,20.49,atacado,30
2001-05,21.73,atacado,30
2001-06,23.34,atacado,30
2001-07,23.42,atacado,30
2001-08,25.24,atacado,30
2001-09,26.19,atacado,30
2001-10,30.43,atacado,30
2001-11,30.45,atacado,30
2001-12,28.97,atacado,30
2002-01,29.88,atacado,30
2002-02,29.03,atacado,30
2002-03,26.67,atacado,30
2002-04,25.49,atacado,30
2002-05,26.36,atacado,30
2002-06,26.49,atacado,30
2002-07,27.13,atacado,30
2002-08,28.36,atacado,30
2002-09,33.25,atacado,30
2002-10,35.87,atacado,30
2002-11,41.21,atacado,30
2002-12,40.27,atacado,30
2003-01,40.07,atacado,30
2003-02,39.95,atacado,30
2003-03,38.9,atacado,30
2003-04,40.7,atacado,30
2003-05,48.95,atacado,30
2003-06,50.82,atacado,30
2003-07,50.25,atacado,30
2003-08,51.33,atacado,30
2003-09,50.26,atacado,30
2003-10,49.16,atacado,30
2003-11,51.478,atacado,30
2003-12,55.072,atacado,30
2004-01,53.606,atacado,30
2004-02,53.514,atacado,30
2004-03,50.539,atacado,30
2004-04,50.832,atacado,30
2004-05,49.657,atacado,30
2004-06,50.561,atacado,30
2004-07,47.413,atacado,30
2004-08,46.453,atacado,30
2004-09,46.507,atacado,30
2004-10,45.183,atacado,30
2004-11,46.102,atacado,30
2004-12,42.667,atacado,30
2005-01,37.489,atacado,30
2005-02,36.488,atacado,30
2005-03,36.827,atacado,30
2005-04,36.028,atacado,30
2005-05,33.91,atacado,30
2005-06,32.312,atacado,30
2005-07,32.067,atacado,30
2005-08,31.325,atacado,30
2005-09,30.654,atacado,30
2005-10,30.491,atacado,30
2005-11,30.157,atacado,30
2005-12,31.675,atacado,30
2006-01,34.376,atacado,30
2006-02,33.526,atacado,30
2006-03,31.151,atacado,30
2006-04,28.533,atacado,30
2006-05,29.121,atacado,30
2006-06,29.992,atacado,30
2006-07,30.485,atacado,30
2006-08,31.056,atacado,30
2006-09,30.443,atacado,30
2006-10,30.538,atacado,30
2006-11,34.74,atacado,30
2006-12,39.429,atacado,30
2007-01,37.308,atacado,30
2007-02,34.389,atacado,30
2007-03,33.161,atacado,30
2007-04,33.257,atacado,30
2007-05,31.989,atacado,30
2007-06,32.607,atacado,30
2007-07,32.665,atacado,30
2007-08,34.103,atacado,30
2007-09,35.871,atacado,30
2007-10,37.126,atacado,30
2007-11,35.736,atacado,30
2007-12,35.162,atacado,30
2008-01,36.531,atacado,30
2008-02,37.747,atacado,30
2008-03,37.055,atacado,30
2008-04,42.96,atacado,30
2008-05,50.472,atacado,30
2008-06,52.138,atacado,30
2008-07,49.151,atacado,30
2008-08,48.014,atacado,30
2008-09,48.559,atacado,30
2008-10,50.78,atacado,30
2008-11,49.597,atacado,30
2008-12,48,atacado,30
2009-01,47.091,atacado,30
2009-02,48.151,atacado,30
2009-03,44.507,atacado,30
2009-04,40.569,atacado,30
2009-05,38.315,atacado,30
2009-06,38.095,atacado,30
2009-07,39.927,atacado,30
2009-08,40.5,atacado,30
2009-09,39.702,atacado,30
2009-10,39.351,atacado,30
2009-11,39.199,atacado,30
2009-12,37.434,atacado,30
2010-01,43.55,atacado,30
2010-02,42.66,atacado,30
2010-03,40.7,atacado,30
2010-04,39.53,atacado,30
2010-05,40.14,atacado,30
2010-06,39.75,atacado,30
2010-07,38.8,atacado,30
2010-08,38.19,atacado,30
2010-09,40.17,atacado,30
2010-10,39.74,atacado,30
2010-11,39.18,atacado,30
2010-12,38.36,atacado,30
2011-01,37.29,atacado,30
2011-02,35.43,atacado,30
2011-03,35.6,atacado,30
2011-04,34.18,atacado,30
2011-05,33.73,atacado,30
2011-06,32.71,atacado,30
2011-07,33.61,atacado,30
2011-08,34.9,atacado,30
2011-09,34.7,atacado,30
2011-10,34.68,atacado,30
2011-11,36.41,atacado,30
2011-12,38.17,atacado,30
2012-01,40.12,atacado,30
2012-02,39.56,atacado,30
2012-03,38.85,atacado,30
2012-04,38.65,atacado,30
2012-05,39.958,atacado,30
2012-06,42.7,atacado,30
2012-07,40.917,atacado,30
2012-08,46.228,atacado,30
2012-09,57.378,atacado,30
2012-10,58.221,atacado,30
2012-11,58.443,atacado,30
2012-12,53.055,atacado,30
2013-01,52.937,atacado,30
2013-02,50.337,atacado,30
2013-03,48.538,atacado,30
2013-04,48.042,atacado,30
2013-05,49.815,atacado,30
2013-06,49.106,atacado,30
2013-07,48.971,atacado,30
2013-08,48.561,atacado,30
2013-09,49.382,atacado,30
2013-10,48.511,atacado,30
2013-11,47.211,atacado,30
2013-12,47.968,atacado,30
2014-01,52.184,atacado,30
2014-02,51.106,atacado,30
2014-03,49.734,atacado,30
2014-04,48.743,atacado,30
2014-05,49.927,atacado,30
2014-06,49.773,atacado,30
2014-07,50.272,atacado,30
2014-08,50.433,atacado,30
2014-09,50.371,atacado,30
2014-10,48.493,atacado,30
2014-11,48.908,atacado,30
2014-12,49.818,atacado,30
2015-01,51.561,atacado,30
2015-02,54.177,atacado,30
2015-03,51.172,atacado,30
2015-04,51.069,atacado,30
2015-05,50.798,atacado,30
2015-06,50.757,atacado,30
2015-07,49.705,atacado,30
2015-08,49.534,atacado,30
2015-09,51.664,atacado,30
2015-10,55.618,atacado,30
2015-11,55.669,atacado,30
2015-12,56.495,atacado,30
2016-01,56.551,atacado,30
2016-02,57.908,atacado,30
2016-03,57.841,atacado,30
2016-04,59.487,atacado,30
2016-05,60.226,atacado,30
2016-06,60.277,atacado,30
2016-07,60.71,atacado,30
2016-08,60.876,atacado,30
2016-09,62.616,atacado,30
2016-10,63.601,atacado,30
2016-11,62.705,atacado,30
2016-12,64.925,atacado,30
2017-01,66.862,atacado,30
2017-02,62.705,atacado,30
2017-03,63.601,atacado,30
2017-04,62.616,atacado,30
2017-05,60.876,atacado,30
2017-06,60.71,atacado,30
2017-07,60.277,atacado,30
2017-08,60.226,atacado,30
2017-09,59.487,atacado,30
2017-10,57.841,atacado,30
2017-11,56.434,atacado,30
2017-12,54.018,atacado,30
2018-01,56.116,atacado,30
2018-02,52.635,atacado,30
2018-03,52.424,atacado,30
2018-04,50.068,atacado,30
2018-05,50.258,atacado,30
2018-06,55.045,atacado,30
2018-07,61.135,atacado,30
2018-08,63.569,atacado,30
2018-09,65.224,atacado,30
2018-10,63.543,atacado,30
2018-11,70.57,atacado,30
2018-12,68.136,atacado,30
2019-01,59.874,atacado,30
2019-02,57.169,atacado,30
2019-03,56.26,atacado,30
2019-04,58.62,atacado,30
2019-05,63.33,atacado,30
2019-06,62.161,atacado,30
2019-07,62.978,atacado,30
2019-08,62.648,atacado,30
2019-09,64.154,atacado,30
2019-10,62.176,atacado,30
2019-11,63.591,atacado,30
2019-12,64.02,atacado,30
2020-01,64.705,atacado,30
2020-02,66.305,atacado,30
2020-03,66.186,atacado,30
2020-04,69.719,atacado,30
2020-05,74.817,atacado,30
2020-06,79.661,atacado,30
2020-07,80.23,atacado,30
2020-08,95.553,atacado,30
2020-09,128.58,atacado,30
2020-10,129.949,atacado,30
2020-11,127.986,atacado,30
2020-12,118.335,atacado,30
2021-01,111.833,atacado,30
2021-02,107.648,atacado,30
2021-03,106.191,atacado,30
2021-04,108.349,atacado,30
2021-05,110.924,atacado,30
2021-06,106.591,atacado,30
2021-07,99.046,atacado,30
2021-08,101.146,atacado,30
2021-09,100.628,atacado,30
2021-10,96.434,atacado,30
2021-11,91.722,atacado,30
2021-12,85.834,atacado,30
2022-01,82.659,atacado,30
2022-02,87.922,atacado,30
2022-03,95.653,atacado,30
2022-04,96.602,atacado,30
2022-05,91.697,atacado,30
2022-06,90.684,atacado,30
2022-07,93.331,atacado,30
2022-08,96.269,atacado,30
2022-09,94.014,atacado,30
2022-10,94.317,atacado,30
2022-11,99.343,atacado,30
2022-12,109.503,atacado,30
2023-01,115.881,atacado,30
2023-02,114.706,atacado,30
2023-03,108.523,atacado,30
2023-04,109.727,atacado,30
2023-05,110.111,atacado,30
